wikidata_uri
http://www.wikidata.org/entity/Q105706880
http://www.wikidata.org/entity/Q1112125
http://www.wikidata.org/entity/Q1148125
http://www.wikidata.org/entity/Q1149666
http://www.wikidata.org/entity/Q1227719
http://www.wikidata.org/entity/Q1235451
http://www.wikidata.org/entity/Q1262524
http://www.wikidata.org/entity/Q1265876
http://www.wikidata.org/entity/Q1329616
http://www.wikidata.org/entity/Q1330965
http://www.wikidata.org/entity/Q1379299
http://www.wikidata.org/entity/Q1397676
http://www.wikidata.org/entity/Q1481525
http://www.wikidata.org/entity/Q1485667
http://www.wikidata.org/entity/Q153553
http://www.wikidata.org/entity/Q1566744
http://www.wikidata.org/entity/Q157676
http://www.wikidata.org/entity/Q1581555
http://www.wikidata.org/entity/Q1590891
http://www.wikidata.org/entity/Q1607758
http://www.wikidata.org/entity/Q1650066
http://www.wikidata.org/entity/Q1664378
http://www.wikidata.org/entity/Q16964645
http://www.wikidata.org/entity/Q173292
http://www.wikidata.org/entity/Q17462683
http://www.wikidata.org/entity/Q1773614
http://www.wikidata.org/entity/Q183150
http://www.wikidata.org/entity/Q190138
http://www.wikidata.org/entity/Q192435
http://www.wikidata.org/entity/Q1986456
http://www.wikidata.org/entity/Q208566
http://www.wikidata.org/entity/Q2087483
http://www.wikidata.org/entity/Q2167586
http://www.wikidata.org/entity/Q217265
http://www.wikidata.org/entity/Q2177952
http://www.wikidata.org/entity/Q2390471
http://www.wikidata.org/entity/Q241194
http://www.wikidata.org/entity/Q242533
http://www.wikidata.org/entity/Q24264125
http://www.wikidata.org/entity/Q2859314
http://www.wikidata.org/entity/Q286426
http://www.wikidata.org/entity/Q28973922
http://www.wikidata.org/entity/Q2943259
http://www.wikidata.org/entity/Q29652920
http://www.wikidata.org/entity/Q3144282
http://www.wikidata.org/entity/Q318659
http://www.wikidata.org/entity/Q31945
http://www.wikidata.org/entity/Q32579
http://www.wikidata.org/entity/Q3517541
http://www.wikidata.org/entity/Q37283295
http://www.wikidata.org/entity/Q3801610
http://www.wikidata.org/entity/Q382912
http://www.wikidata.org/entity/Q3894902
http://www.wikidata.org/entity/Q410453
http://www.wikidata.org/entity/Q48781557
http://www.wikidata.org/entity/Q5089691
http://www.wikidata.org/entity/Q52631
http://www.wikidata.org/entity/Q5276996
http://www.wikidata.org/entity/Q53556453
http://www.wikidata.org/entity/Q536598
http://www.wikidata.org/entity/Q5582063
http://www.wikidata.org/entity/Q5597783
http://www.wikidata.org/entity/Q56258155
http://www.wikidata.org/entity/Q56397345
http://www.wikidata.org/entity/Q57357
http://www.wikidata.org/entity/Q585250
http://www.wikidata.org/entity/Q603841
http://www.wikidata.org/entity/Q60791648
http://www.wikidata.org/entity/Q60792270
http://www.wikidata.org/entity/Q608198
http://www.wikidata.org/entity/Q619432
http://www.wikidata.org/entity/Q649505
http://www.wikidata.org/entity/Q6514
http://www.wikidata.org/entity/Q65827938
http://www.wikidata.org/entity/Q670837
http://www.wikidata.org/entity/Q7169613
http://www.wikidata.org/entity/Q718048
http://www.wikidata.org/entity/Q7321268
http://www.wikidata.org/entity/Q739779
http://www.wikidata.org/entity/Q7680942
http://www.wikidata.org/entity/Q8066759
http://www.wikidata.org/entity/Q837791
http://www.wikidata.org/entity/Q8378
http://www.wikidata.org/entity/Q940785
