pleiades_uri,wikidata_uri,wikidata_label,wikidata_description,wikidata_coordinates,chronique_id,dare_id,geonames_id,gettytgn_id,idaigaz_id,loc_id,manto_id,nomisma_id,topostext_id,trismegistos_id,viaf_id,vici_id,wikipedia_en
https://pleiades.stoa.org/places/1001908,http://www.wikidata.org/entity/Q21556455,Phrygia Pakatiane,Late Roman administrative entity in western Turkey,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/1001911,http://www.wikidata.org/entity/Q622598,Lycaonia,historical region of Asia Minor,Point(33.0 38.0),,,,1003785,,,,,375324RLyk,,,,https://en.wikipedia.org/wiki/Lycaonia
https://pleiades.stoa.org/places/1001913,http://www.wikidata.org/entity/Q585250,Pamphylia,historical region of Asia Minor,Point(31.0 37.0),,,,7002611,,sh87007963,10270184,pamphylia,370320RPam,,"51154381008930291528,173037848",,https://en.wikipedia.org/wiki/Pamphylia
https://pleiades.stoa.org/places/1001918,http://www.wikidata.org/entity/Q5897031,Honorias,Roman province from c. 380 to 600s,Point(32.5 42.5),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Honorias
https://pleiades.stoa.org/places/1001920,http://www.wikidata.org/entity/Q26847,Galatia,area in the highlands of central Asia Minor,Point(32.983333 39.266667),,,,7016662,,,,,,,,,https://en.wikipedia.org/wiki/Galatia
https://pleiades.stoa.org/places/1001938,http://www.wikidata.org/entity/Q11921789,Phoenice II,byzantine province (c.  394 – 635),Point(36.714461944 34.723185),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Phoenice_Libanensis
https://pleiades.stoa.org/places/100464337,http://www.wikidata.org/entity/Q3861275,Monte Calvario peak sanctuary,"archaeological site in Auronzo di Cadore, Italy",Point(12.448261 46.550892),,,,,,,,,,,,78306,
https://pleiades.stoa.org/places/101192,http://www.wikidata.org/entity/Q2283279,Lake Flevo,former lake in what is now the Netherlands,Point(5.4 52.48),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lake_Flevo
https://pleiades.stoa.org/places/106515914,http://www.wikidata.org/entity/Q10759110,Eskiharran,"mahalle (administrative quarter) in Harran, Şanlıurfa, southeastern Turkey",Point(39.06 36.930833333),,,315256,,,,,,,,,,
https://pleiades.stoa.org/places/108723,http://www.wikidata.org/entity/Q322435,Ablis,"commune in Yvelines, France",Point(1.835555555 48.516666666),,,3038756,1031683,,,,,,,,,https://en.wikipedia.org/wiki/Ablis
https://pleiades.stoa.org/places/108728,http://www.wikidata.org/entity/Q264401,Aduatuci,gallic-Germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Atuatuci
https://pleiades.stoa.org/places/108758,http://www.wikidata.org/entity/Q706912,Artenay,"commune in Loiret, France",Point(1.878333333 48.082222222),,,3036694,,,n99050339,,,,,146767089,,https://en.wikipedia.org/wiki/Artenay
https://pleiades.stoa.org/places/108767,http://www.wikidata.org/entity/Q21917,Audun-le-Tiche,"commune in Moselle, France",Point(5.957777777 49.473333333),,,6449899,,,nr91040187,,,,,132962556,,https://en.wikipedia.org/wiki/Audun-le-Tiche
https://pleiades.stoa.org/places/108769,http://www.wikidata.org/entity/Q760408,Augers-en-Brie,"commune in Seine-et-Marne, France",Point(3.357222222 48.680277777),,5444,6451132,,,,,,,,159767788,,https://en.wikipedia.org/wiki/Augers-en-Brie
https://pleiades.stoa.org/places/108772,http://www.wikidata.org/entity/Q4820973,Augusta Suessionum,"Roman city, precursor of Soissons, France",Point(3.32361111 49.38166667),,,,,,,,,494033UAug,,,,https://en.wikipedia.org/wiki/Augusta_Suessionum
https://pleiades.stoa.org/places/108774,http://www.wikidata.org/entity/Q940173,Augusta Viromanduorum,archaeological site,Point(3.146866666 49.877675),,240,,,,,,,498033UAVi,,,,https://en.wikipedia.org/wiki/Augusta_Viromanduorum
https://pleiades.stoa.org/places/108789,http://www.wikidata.org/entity/Q1098808,Bailleul-sur-Thérain,"commune in Oise, France",Point(2.221944444 49.385277777),,,6450114,,,,,,,,,,https://en.wikipedia.org/wiki/Bailleul-sur-Th%C3%A9rain
https://pleiades.stoa.org/places/108791,http://www.wikidata.org/entity/Q2753449,Basbellain,"village in Troisvierges, Luxembourg",Point(5.983333333 50.15),,,2960816,,,,,,,,,,https://en.wikipedia.org/wiki/Basbellain
https://pleiades.stoa.org/places/108794,http://www.wikidata.org/entity/Q1075287,Bazoches-les-Hautes,"commune in Eure-et-Loir, France",Point(1.808055555 48.157777777),,17632,6447996,,,,,,,,,,https://en.wikipedia.org/wiki/Bazoches-les-Hautes
https://pleiades.stoa.org/places/108800,http://www.wikidata.org/entity/Q662284,Béhen,"commune in Somme, France",Point(1.755 50.055555555),,,6451317,,,,,,,,,,https://en.wikipedia.org/wiki/B%C3%A9hen
https://pleiades.stoa.org/places/108806,http://www.wikidata.org/entity/Q2897116,Bergilers,"section of Oreye, Belgium",Point(5.3283 50.7161),,2059,,,,,,,,,,,
https://pleiades.stoa.org/places/108807,http://www.wikidata.org/entity/Q1349096,Erdenburg,castle,Point(7.17405 50.9706),,17262,,,,,,,,,316876163,,
https://pleiades.stoa.org/places/108808,http://www.wikidata.org/entity/Q1090551,Beuvraignes,"commune in Somme, France",Point(2.768333333 49.645277777),,,3032914,,,,,,,,,,https://en.wikipedia.org/wiki/Beuvraignes
https://pleiades.stoa.org/places/108809,http://www.wikidata.org/entity/Q285879,Bingen am Rhein,"German town on the Rhine, home of the Mäuseturm",Point(7.895 49.966944444),,,6557927,,,n79142558,,,,27839,138367105,,https://en.wikipedia.org/wiki/Bingen_am_Rhein
https://pleiades.stoa.org/places/108811,http://www.wikidata.org/entity/Q2583396,Blariacum,,Point(6.148 51.362853),,2083,,,,,,,,,,,
https://pleiades.stoa.org/places/108812,http://www.wikidata.org/entity/Q2075456,Bléharies,"section of Brunehaut, Belgium",Point(3.4133 50.5119),,17420,,,,,,,,,,,
https://pleiades.stoa.org/places/108814,http://www.wikidata.org/entity/Q884038,Blickweiler,human settlement in Germany,Point(7.25194 49.2128),,17770,,,,,,,,,248279105,,
https://pleiades.stoa.org/places/108815,http://www.wikidata.org/entity/Q2906575,Blicquy,"section of Leuze-en-Hainaut, Belgium",Point(3.6864 50.5875),,,,,,,,,,,48148570492624310806,,
https://pleiades.stoa.org/places/108816,http://www.wikidata.org/entity/Q21694,Bliesbruck,"commune in Moselle, France",Point(7.180555555 49.115555555),,,3032238,,,n92047952,,,,,136185588,,https://en.wikipedia.org/wiki/Bliesbruck
https://pleiades.stoa.org/places/108817,http://www.wikidata.org/entity/Q1735338,Castra Bodobrica,Roman fort in Germany,Point(7.591731 50.231027),,1385,,,,,,,,,,8209,
https://pleiades.stoa.org/places/108818,http://www.wikidata.org/entity/Q3027848,Castra Bonna,Roman fort,Point(7.1 50.745),,,,,,,,,,,,8556,
https://pleiades.stoa.org/places/108821,http://www.wikidata.org/entity/Q21252,Bourgheim,"commune in Bas-Rhin, France",Point(7.495 48.418888888),,,6450607,,,,,,,,245856103,,https://en.wikipedia.org/wiki/Bourgheim
https://pleiades.stoa.org/places/108822,http://www.wikidata.org/entity/Q1074736,Bracquemont,"former commune in Seine-Maritime, France",Point(1.145277777 49.940555555),,,6443116,,,,,,,,70144647641835584395,,https://en.wikipedia.org/wiki/Bracquemont
https://pleiades.stoa.org/places/108823,http://www.wikidata.org/entity/Q732495,Brienne-la-Vieille,"commune in Aube, France",Point(4.528611111 48.374722222),,8848,6446945,,,,,,,,,,https://en.wikipedia.org/wiki/Brienne-la-Vieille
https://pleiades.stoa.org/places/108825,http://www.wikidata.org/entity/Q905683,Brisgavi,Germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Brisigavi
https://pleiades.stoa.org/places/108827,http://www.wikidata.org/entity/Q201352,Pontoise,"commune in Val-d'Oise, France",Point(2.100833333 49.050833333),,2039,2986140,,,n50055268,,,,,145384455,,https://en.wikipedia.org/wiki/Pontoise
https://pleiades.stoa.org/places/108830,http://www.wikidata.org/entity/Q12994,Bruges,"city in West Flanders, Belgium",Point(3.224166666 51.208888888),,,2800931,"7245567,7007867",,n79018880,,,,24789,134392543,,https://en.wikipedia.org/wiki/Bruges
https://pleiades.stoa.org/places/108832,http://www.wikidata.org/entity/Q212541,Brunoy,"commune in Essonne, France",Point(2.503333333 48.698055555),,,3029748,,,n87817185,,,,,150954729,,https://en.wikipedia.org/wiki/Brunoy
https://pleiades.stoa.org/places/108844,http://www.wikidata.org/entity/Q103146131,Beauvais (Samian Ware Discovery Site),Beauvais as Samian Ware discovery site,Point(2.08305 49.437068),,,,,,,,,,,,,
https://pleiades.stoa.org/places/108848,http://www.wikidata.org/entity/Q1134698,Callengeville,"commune in Seine-Maritime, France",Point(1.519722222 49.810555555),,,6617628,,,,,,,,,,https://en.wikipedia.org/wiki/Callengeville
https://pleiades.stoa.org/places/108850,http://www.wikidata.org/entity/Q181285,Cambrai,"commune in Nord, France",Point(3.234722222 50.175833333),,,3029030,,,n81058791,,,,,168018477,,https://en.wikipedia.org/wiki/Cambrai
https://pleiades.stoa.org/places/108851,http://www.wikidata.org/entity/Q322045,Camelin,"commune in Aisne, France",Point(3.134166666 49.524722222),,17401,6620009,,,,,,,,,,https://en.wikipedia.org/wiki/Camelin
https://pleiades.stoa.org/places/108860,http://www.wikidata.org/entity/Q852944,Carnutes,gallic people,,,,,,,sh85020389,,carnutes,,,,,https://en.wikipedia.org/wiki/Carnutes
https://pleiades.stoa.org/places/108863,http://www.wikidata.org/entity/Q1735350,Castra Divitia,Roman fort,Point(6.973596 50.937238),,533,,,,,,,,,,355,
https://pleiades.stoa.org/places/108865,http://www.wikidata.org/entity/Q86724412,Castellum Menapiorum,"Roman fort, today Cassel",Point(2.488333 50.800556),,2018,,,,,,,508025UCas,24866,,,
https://pleiades.stoa.org/places/108869,http://www.wikidata.org/entity/Q596175,Le Catelet,"commune in Aisne, France",Point(3.244166666 50.002222222),,,6455428,1033843,,,,,,,248742240,,https://en.wikipedia.org/wiki/Le_Catelet
https://pleiades.stoa.org/places/108870,http://www.wikidata.org/entity/Q96374563,Catuslugi,ancient Belgic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Catuslugi
https://pleiades.stoa.org/places/108871,http://www.wikidata.org/entity/Q1832016,Catualium,Roman town,Point(5.89589 51.178052),,2084,,,,,,,,,,,
https://pleiades.stoa.org/places/108877,http://www.wikidata.org/entity/Q95140,Chapelle-lez-Herlaimont,"municipality in Wallonia, Belgium",Point(4.283333333 50.466666666),,17430,2800501,7247376,,n85827914,,,,,141974437,,https://en.wikipedia.org/wiki/Chapelle-lez-Herlaimont
https://pleiades.stoa.org/places/108879,http://www.wikidata.org/entity/Q419596,Châteaubleau,"commune in Seine-et-Marne, France",Point(3.1075 48.587777777),,,3026309,,,,,,,,244333240,,https://en.wikipedia.org/wiki/Ch%C3%A2teaubleau
https://pleiades.stoa.org/places/108879169,http://www.wikidata.org/entity/Q3584217,Church of Saint Porphyrius,"church building in Gaza City, State of Palestine",Point(34.46203 31.503959),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Church_of_Saint_Porphyrius
https://pleiades.stoa.org/places/108882,http://www.wikidata.org/entity/Q3221384,Le Châtelet de Gourzon,"archaeological site in Bayard-sur-Marne, France",Point(5.09028 48.55),,18012,,,,,,,,,,,
https://pleiades.stoa.org/places/108883,http://www.wikidata.org/entity/Q688485,Châtillon-sur-Marne,"commune in Marne, France",Point(3.7575 49.099722222),,,"3026051,6435729",,,n95059024,,,,,139716059,,https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Marne
https://pleiades.stoa.org/places/108884,http://www.wikidata.org/entity/Q847448,Châtillon-sur-Oise,"commune in Aisne, France",Point(3.42 49.791666666),,,6424795,,,,,,,,,,https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Oise
https://pleiades.stoa.org/places/108885,http://www.wikidata.org/entity/Q164076,Chatti,proto-historic Germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Chatti
https://pleiades.stoa.org/places/108886,http://www.wikidata.org/entity/Q58923,La Chaussée-Tirancourt,"commune in Somme, France",Point(2.148611111 49.953611111),,,6456522,,,,,,,,94144648389780051161,,https://en.wikipedia.org/wiki/La_Chauss%C3%A9e-Tirancourt
https://pleiades.stoa.org/places/108888,http://www.wikidata.org/entity/Q1172561,Chémery,"French commune in Loir-et-Cher, Centre-Val de Loire",Point(1.478055555 47.345),,,6448919,,,,,,,,,,https://en.wikipedia.org/wiki/Ch%C3%A9mery
https://pleiades.stoa.org/places/108896,http://www.wikidata.org/entity/Q103200340,Xanten (Samian Ware Discovery Site),Xanten as Samian Ware discovery site,Point(6.45297 51.65877),,,,,,,,,,,,,
https://pleiades.stoa.org/places/108902,http://www.wikidata.org/entity/Q262423,Condrusi,Germanic-Belgic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Condrusi
https://pleiades.stoa.org/places/108911,http://www.wikidata.org/entity/Q12995,Kortrijk,"municipality in West Flanders, Belgium",Point(3.265833333 50.8275),,2099,2794056,,,n79023208,,,,,135585639,,https://en.wikipedia.org/wiki/Kortrijk
https://pleiades.stoa.org/places/108912,http://www.wikidata.org/entity/Q991750,Coucy-lès-Eppes,"commune in Aisne, France",Point(3.77 49.5525),,17399,6424839,,,,,,,,7706148574284824430004,,https://en.wikipedia.org/wiki/Coucy-l%C3%A8s-Eppes
https://pleiades.stoa.org/places/108913,http://www.wikidata.org/entity/Q1008494,Criquebeuf-sur-Seine,"commune in Eure, France",Point(1.0975 49.305833333),,,6430341,,,no2009034392,,,,23860,154002329,,https://en.wikipedia.org/wiki/Criquebeuf-sur-Seine
https://pleiades.stoa.org/places/108914,http://www.wikidata.org/entity/Q329216,Cugerni,germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cugerni
https://pleiades.stoa.org/places/108915,http://www.wikidata.org/entity/Q1097060,Cuignières,"commune in Oise, France",Point(2.473333333 49.450833333),,,"6438658,3022139",,,,,,,,132687099,,https://en.wikipedia.org/wiki/Cuigni%C3%A8res
https://pleiades.stoa.org/places/108922,http://www.wikidata.org/entity/Q929010,Deneuvre,"commune in Meurthe-et-Moselle, France",Point(6.736388888 48.443333333),,,3021597,,,nr93016264,,,,,139991056,,https://en.wikipedia.org/wiki/Deneuvre
https://pleiades.stoa.org/places/108937,http://www.wikidata.org/entity/Q469928,Rheinhausen,"district in Duisburg, Germany",Point(6.71194 51.4072),,,2847631,,,n82066880,,,,,"159467773,245004390",,https://en.wikipedia.org/wiki/Rheinhausen
https://pleiades.stoa.org/places/108938,http://www.wikidata.org/entity/Q996360,Dumnissus,"archaeological site in Rhineland-Palatinate, Germany",Point(7.41496 49.9487),,1931,,,,,,,,,,,
https://pleiades.stoa.org/places/108944,http://www.wikidata.org/entity/Q47135,Châlons-en-Champagne,"commune in Marne, France",Point(4.364444444 48.956666666),,,6618295,,,nr2007013749,,,,,132229852,,https://en.wikipedia.org/wiki/Ch%C3%A2lons-en-Champagne
https://pleiades.stoa.org/places/108945,http://www.wikidata.org/entity/Q41876,Reims,"city in Marne, France",Point(4.028611111 49.265277777),,,2984114,7011060,,n81075927,,,,,126609525,,https://en.wikipedia.org/wiki/Reims
https://pleiades.stoa.org/places/108952,http://www.wikidata.org/entity/Q323500,Eburones,Germanic tribe,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Eburones
https://pleiades.stoa.org/places/108958,http://www.wikidata.org/entity/Q1990353,Elewijt,"section of Zemst, Belgium",Point(4.4969 50.9603),,17431,2798847,,,,,,,,,,https://en.wikipedia.org/wiki/Elewijt
https://pleiades.stoa.org/places/108964,http://www.wikidata.org/entity/Q239123,Ermont,"commune in Val-d'Oise, France",Point(2.259444444 48.991388888),,,3019897,,,,,,,,234777709,,https://en.wikipedia.org/wiki/Ermont
https://pleiades.stoa.org/places/108967,http://www.wikidata.org/entity/Q200224,Escles,"commune in Vosges, France",Point(6.177777777 48.128888888),,,6445534,,,,,,,,,,https://en.wikipedia.org/wiki/Escles
https://pleiades.stoa.org/places/108968,http://www.wikidata.org/entity/Q1096136,Estrées-Saint-Denis,"commune in Oise, France",Point(2.642777777 49.425555555),,,6438687,1033042,,n88096654,,,,,149028909,,https://en.wikipedia.org/wiki/Estr%C3%A9es-Saint-Denis
https://pleiades.stoa.org/places/108969,http://www.wikidata.org/entity/Q120971,Estrées-sur-Noye,"commune in Somme, France",Point(2.330277777 49.786666666),,,6444419,,,,,,,,,,https://en.wikipedia.org/wiki/Estr%C3%A9es-sur-Noye
https://pleiades.stoa.org/places/108971,http://www.wikidata.org/entity/Q14893,Ettlingen,"town in Baden-Württemberg, Germany",Point(8.4 48.933333333),,,6558035,,,n81041894,,,,27870,145423991,,https://en.wikipedia.org/wiki/Ettlingen
https://pleiades.stoa.org/places/108977,http://www.wikidata.org/entity/Q665618,Famars,"commune in Nord, France",Point(3.519166666 50.315555555),,2455,3019080,,,,,,,,240047827,,https://en.wikipedia.org/wiki/Famars
https://pleiades.stoa.org/places/108983,http://www.wikidata.org/entity/Q666559,Flobecq,"municipality in Wallonia, Belgium",Point(3.733333333 50.733333333),,,2798291,7007880,,,,,,,157298308,,https://en.wikipedia.org/wiki/Flobecq
https://pleiades.stoa.org/places/108990,http://www.wikidata.org/entity/Q2684588,Fontaine-Valmont,"section of Merbes-le-Château, Belgium",Point(4.2139743 50.3204689),,17429,,,,,,,,,,,https://en.wikipedia.org/wiki/Fontaine-Valmont
https://pleiades.stoa.org/places/108999,http://www.wikidata.org/entity/Q1009985,Gamaches-en-Vexin,"commune in Eure, France",Point(1.616388888 49.27),,,6430403,,,,,,,,,,https://en.wikipedia.org/wiki/Gamaches-en-Vexin
https://pleiades.stoa.org/places/109001,http://www.wikidata.org/entity/Q163484,Geißkopf,mountain,Point(13.038055555 48.924722222),,,2921597,7181362,,,,,,,305435193,,https://en.wikipedia.org/wiki/Gei%C3%9Fkopf
https://pleiades.stoa.org/places/109004,http://www.wikidata.org/entity/Q22916107,Vestiges gallo-romains de Genainville,"archaeological site in Genainville, France",Point(1.77099 49.12047),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109013,http://www.wikidata.org/entity/Q1559564,Görresburg,"archaeological site in Nettersheim, Germany",Point(6.618243 50.482282),,19194,,,,,,,,,,,
https://pleiades.stoa.org/places/109015,http://www.wikidata.org/entity/Q289156,Gournay-sur-Aronde,"commune in Oise, France",Point(2.674166666 49.4925),,,"6438727,3015508",,,,,,,,38144814241584389419,,https://en.wikipedia.org/wiki/Gournay-sur-Aronde
https://pleiades.stoa.org/places/109018,http://www.wikidata.org/entity/Q158264,Grivesnes,"commune in Somme, France",Point(2.470833333 49.6875),,,3014595,,,,,,,,,,https://en.wikipedia.org/wiki/Grivesnes
https://pleiades.stoa.org/places/109019,http://www.wikidata.org/entity/Q103162964,Grobbendonk (Samian Ware Discovery Site),Grobbendonk as Samian Ware discovery site,Point(4.716666 51.2),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109029,http://www.wikidata.org/entity/Q2179592,Haltern,Roman military camps in Haltern am See,Point(7.17052 51.7395),,18019,,,,,,,,,,8539,https://en.wikipedia.org/wiki/Aliso_(Roman_camp)
https://pleiades.stoa.org/places/109030,http://www.wikidata.org/entity/Q910627,Hamblain-les-Prés,"commune in Pas-de-Calais, France",Point(2.960555555 50.293333333),,,6439589,,,,,,,,,,https://en.wikipedia.org/wiki/Hamblain-les-Pr%C3%A9s
https://pleiades.stoa.org/places/109034,http://www.wikidata.org/entity/Q566707,Heckenmünster,municipality of Germany,Point(6.787777777 49.909166666),,,6554328,,,,,,,,,,https://en.wikipedia.org/wiki/Heckenm%C3%BCnster
https://pleiades.stoa.org/places/109035,http://www.wikidata.org/entity/Q1390895,Heddesdorf,human settlement in Germany,Point(7.46806 50.4417),,,,7168015,,,,,,,237014712,,
https://pleiades.stoa.org/places/109036,http://www.wikidata.org/entity/Q1593685,Heftrich,"municipal district of Idstein in Rheingau-Taunus-Kreis, Germany",Point(8.333611111 50.220555555),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109056,http://www.wikidata.org/entity/Q560446,Hunzel,municipality of Germany,Point(7.838333333 50.248888888),,,6554045,7164070,,,,,,,248761547,,https://en.wikipedia.org/wiki/Hunzel
https://pleiades.stoa.org/places/109064,http://www.wikidata.org/entity/Q569166,Imsbach,municipality of Germany,Point(7.8825 49.583055555),,17273,6554955,,,,,,,,236604897,,https://en.wikipedia.org/wiki/Imsbach
https://pleiades.stoa.org/places/109065,http://www.wikidata.org/entity/Q553525,Insul,municipality of Germany,Point(6.915277777 50.440277777),,,6553313,,,,,,,,246351364,,https://en.wikipedia.org/wiki/Insul
https://pleiades.stoa.org/places/109068,http://www.wikidata.org/entity/Q1564137,Juliacum,,Point(6.3612 50.921),,1381,,,,,,,,,,,
https://pleiades.stoa.org/places/109083,http://www.wikidata.org/entity/Q527898,Kippenheim,town in Germany,Point(7.821388888 48.294722222),,,6555786,,,n85125046,,,,,244117831,,https://en.wikipedia.org/wiki/Kippenheim
https://pleiades.stoa.org/places/109085,http://www.wikidata.org/entity/Q1231010,Marienburg,"city quarter No. 202 of Cologne, Germany",Point(6.97 50.900277777),,,,,,n85209164,,,,,123224099,,
https://pleiades.stoa.org/places/109090,http://www.wikidata.org/entity/Q563870,Kreimbach-Kaulbach,municipality of Germany,Point(7.630555555 49.551666666),,,6555118,,,,,,,,157919224,,https://en.wikipedia.org/wiki/Kreimbach-Kaulbach
https://pleiades.stoa.org/places/109091,http://www.wikidata.org/entity/Q633636,Kriftel,"Main-Taunus municipality in Hesse, Germany",Point(8.466666666 50.082777777),,,6553193,,,,,,,,237271741,,https://en.wikipedia.org/wiki/Kriftel
https://pleiades.stoa.org/places/109093,http://www.wikidata.org/entity/Q817375,Kruishoutem,"deelgemeente in Kruisem, Belgium",Point(3.533333333 50.9),,,2793908,7007939,,,,,,24430,244716833,,https://en.wikipedia.org/wiki/Kruishoutem
https://pleiades.stoa.org/places/109103,http://www.wikidata.org/entity/Q786331,Lavoye,"commune in Meuse, France",Point(5.1375 49.045277777),,,6437070,,,,,,,24760,246205011,,https://en.wikipedia.org/wiki/Lavoye
https://pleiades.stoa.org/places/109112,http://www.wikidata.org/entity/Q1418456,Liffol-le-Grand,"commune in Vosges, France",Point(5.581111111 48.318888888),,,6445622,,,n83227580,,,,,158319034,,https://en.wikipedia.org/wiki/Liffol-le-Grand
https://pleiades.stoa.org/places/109113,http://www.wikidata.org/entity/Q871531,Limé,"commune in Aisne, France",Point(3.548055555 49.321666666),,,6425006,,,,,,,,94148570479424310427,,https://en.wikipedia.org/wiki/Lim%C3%A9
https://pleiades.stoa.org/places/109114,http://www.wikidata.org/entity/Q760628,Limetz-Villez,"commune in Yvelines, France",Point(1.548611111 49.061111111),,,2998294,,,,,,,,139941458,,https://en.wikipedia.org/wiki/Limetz-Villez
https://pleiades.stoa.org/places/109118,http://www.wikidata.org/entity/Q1225515,Livry-Louvercy,"commune in Marne, France",Point(4.307777777 49.114166666),,20778,2998054,,,,,,,,,,https://en.wikipedia.org/wiki/Livry-Louvercy
https://pleiades.stoa.org/places/109130,http://www.wikidata.org/entity/Q3274734,Maclaunay,former commune in France,Point(3.552566 48.844522),,,2996884,,,,,,,,,,
https://pleiades.stoa.org/places/109132,http://www.wikidata.org/entity/Q564800,Magdalenenberg,Iron Age tumulus in Germany,Point(8.4437 48.0443),,18271,8521689,,2045270,,,,,,238985925,,https://en.wikipedia.org/wiki/Magdalenenberg
https://pleiades.stoa.org/places/109136,http://www.wikidata.org/entity/Q892529,Manheulles,"commune in Meuse, France",Point(5.597222222 49.111666666),,,6437091,,,,,,,,,,https://en.wikipedia.org/wiki/Manheulles
https://pleiades.stoa.org/places/109138,http://www.wikidata.org/entity/Q1141801,Marboué,"commune in Eure-et-Loir, France",Point(1.329722222 48.113055555),,,6430792,,,,,,,,,,https://en.wikipedia.org/wiki/Marbou%C3%A9
https://pleiades.stoa.org/places/109139,http://www.wikidata.org/entity/Q254033,Marchélepot,"commune in Somme, France",Point(2.865833333 49.834444444),,,6444592,,,,,,,,,,https://en.wikipedia.org/wiki/March%C3%A9lepot
https://pleiades.stoa.org/places/109143,http://www.wikidata.org/entity/Q1165776,Marsacii,Tribe that lived near the Rhine–Meuse–Scheldt delta,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Marsacii
https://pleiades.stoa.org/places/109146,http://www.wikidata.org/entity/Q713498,Martelange,"municipality in Wallonia, Belgium",Point(5.737222222 49.831111111),,,2791643,1026593,,,,,,,2109159474074427660787,,https://en.wikipedia.org/wiki/Martelange
https://pleiades.stoa.org/places/109147,http://www.wikidata.org/entity/Q41983,Marne,river in France,Point(2.410833333 48.816388888),,43892,2995605,,,sh85081393,,,478054WMar,,11144647634468179721,,https://en.wikipedia.org/wiki/Marne_(river)
https://pleiades.stoa.org/places/109148,http://www.wikidata.org/entity/Q138648,Maubeuge,"commune in Nord, France",Point(3.9725 50.276944444),,,2995150,7009331,,n82052459,,,,,"236886115,123106905",,https://en.wikipedia.org/wiki/Maubeuge
https://pleiades.stoa.org/places/109149,http://www.wikidata.org/entity/Q1165975,Mauchamps,"commune in Essonne, France",Point(2.194166666 48.530277777),,,2995135,1034319,,,,,,,,,https://en.wikipedia.org/wiki/Mauchamps
https://pleiades.stoa.org/places/109152,http://www.wikidata.org/entity/Q2520616,Mederiacum,Roman town,Point(6.018727 51.157771),,2032,,,,,,,,,,6327,
https://pleiades.stoa.org/places/109153,http://www.wikidata.org/entity/Q171800,Évreux,"commune in Eure, France",Point(1.1525 49.023333333),,137,3019265,7008924,,n81071961,,,490012UMed,,"235925011,129638820",,https://en.wikipedia.org/wiki/%C3%89vreux
https://pleiades.stoa.org/places/109155,http://www.wikidata.org/entity/Q1175662,Meldi,Gallic tribe,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/109157,http://www.wikidata.org/entity/Q870413,Mercin-et-Vaux,"commune in Aisne, France",Point(3.276111111 49.375277777),,,6425042,,,,,,,,134144648630334289123,,https://en.wikipedia.org/wiki/Mercin-et-Vaux
https://pleiades.stoa.org/places/109158,http://www.wikidata.org/entity/Q1139275,Mérouville,"commune in Eure-et-Loir, France",Point(1.896666666 48.296111111),,,6430799,,,,,,,,,,https://en.wikipedia.org/wiki/M%C3%A9rouville
https://pleiades.stoa.org/places/109160,http://www.wikidata.org/entity/Q870755,Mesbrecourt-Richecourt,"commune in Aisne, France",Point(3.541666666 49.701944444),,,2994276,,,,,,,,3105148574348124430008,,https://en.wikipedia.org/wiki/Mesbrecourt-Richecourt
https://pleiades.stoa.org/places/109161,http://www.wikidata.org/entity/Q379227,Le Mesge,"commune in Somme, France",Point(2.053055555 49.945277777),,,6456527,,,,,,,,,,https://en.wikipedia.org/wiki/Le_Mesge
https://pleiades.stoa.org/places/109164,http://www.wikidata.org/entity/Q381453,Mézières-en-Santerre,"commune in Somme, France",Point(2.555 49.786111111),,,6444619,,,,,,,,,,https://en.wikipedia.org/wiki/M%C3%A9zi%C3%A8res-en-Santerre
https://pleiades.stoa.org/places/109167,http://www.wikidata.org/entity/Q648610,Mittelstrimmig,municipality of Germany,Point(7.283055555 50.09),,17270,6553708,,,,,,,,243197763,,https://en.wikipedia.org/wiki/Mittelstrimmig
https://pleiades.stoa.org/places/109171,http://www.wikidata.org/entity/Q2200700,Momalle,"section of Remicourt, Belgium",Point(5.3733 50.6842),,,,,,,,,,,,,
https://pleiades.stoa.org/places/109175,http://www.wikidata.org/entity/Q1471387,Val-des-Marais,"commune in Marne, France",Point(3.964166666 48.844722222),,,6616935,,,,,,,,,,https://en.wikipedia.org/wiki/Val-des-Marais
