pleiades_uri,wikidata_uri,wikidata_label,wikidata_description,wikidata_coordinates,chronique_id,dare_id,geonames_id,gettytgn_id,idaigaz_id,loc_id,manto_id,nomisma_id,topostext_id,trismegistos_id,viaf_id,vici_id,wikipedia_en
https://pleiades.stoa.org/places/619143,http://www.wikidata.org/entity/Q85753522,Comitanassus,ancient town in Lycaonia,Point(33.3633795 38.1404025),,23571,,,,,,,381387UKom,,,,https://en.wikipedia.org/wiki/Comitanassus
https://pleiades.stoa.org/places/619147,http://www.wikidata.org/entity/Q85755773,Dasmenda,town of ancient Cappadocia,Point(34.7258565 38.1026805),,,,,,,,,381347UDas,,,,https://en.wikipedia.org/wiki/Dasmenda
https://pleiades.stoa.org/places/619149,http://www.wikidata.org/entity/Q65044501,Diocaesarea,graeco-Roman town located in ancient Cappadoci,Point(34.7396455 38.4302975),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Diocaesarea_(Cappadocia)
https://pleiades.stoa.org/places/619156,http://www.wikidata.org/entity/Q85759737,Euaissa,town of ancient Cappadocia,Point(35.1098455 39.3120115),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Euaissa
https://pleiades.stoa.org/places/619174,http://www.wikidata.org/entity/Q1943168,Mokissos,ancient city in Cappadocia,Point(34.2072 38.1856),,27598,,,,,,,382342UMok,,,,https://en.wikipedia.org/wiki/Mokissos
https://pleiades.stoa.org/places/619179,http://www.wikidata.org/entity/Q85773513,Kanotala,town of ancient Cappadocia,Point(34.346773 38.301338),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kanotala
https://pleiades.stoa.org/places/619184,http://www.wikidata.org/entity/Q85773907,Keissia,town of ancient Lycaonia,Point(32.245066 38.516817),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Keissia
https://pleiades.stoa.org/places/619187,http://www.wikidata.org/entity/Q85774430,Kindyria,town of ancient Lycaonia,Point(32.2139865 38.148568),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kindyria
https://pleiades.stoa.org/places/619193,http://www.wikidata.org/entity/Q85774915,Koron,town of ancient Cappadocia,Point(34.3172155 38.067791),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Koron_(Cappadocia)
https://pleiades.stoa.org/places/619194,http://www.wikidata.org/entity/Q85754143,Coropassus,town of ancient Lycaonia,Point(33.7920235 38.3077),,27612,,,,,,,383338UCor,,,,https://en.wikipedia.org/wiki/Coropassus
https://pleiades.stoa.org/places/619204,http://www.wikidata.org/entity/Q85783409,Malandasa,Town of ancient Cappadocia,Point(34.39368 38.2111435),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Malandasa
https://pleiades.stoa.org/places/619214,http://www.wikidata.org/entity/Q20108515,Morimene,district in the northwest of ancient Cappadocia,,,,,,,,,,388344RMor,,,,https://en.wikipedia.org/wiki/Morimene
https://pleiades.stoa.org/places/619220,http://www.wikidata.org/entity/Q85789244,Nitazi,town of ancient Cappadocia,Point(33.912591 38.709571),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nitazi
https://pleiades.stoa.org/places/619222,http://www.wikidata.org/entity/Q3563362,Nyssa,small town and bishopric in Cappadocia,Point(33.959229 38.954295),,23565,,,,,,,390340UNys,,,,https://en.wikipedia.org/wiki/Nyssa_(Cappadocia)
https://pleiades.stoa.org/places/619226,http://www.wikidata.org/entity/Q34818985,Çile Dağı,mountain in Turkey,Point(32.186666666 39.767777777),,,318471,7727692,,,,,398322LOly,,,,
https://pleiades.stoa.org/places/619228,http://www.wikidata.org/entity/Q133576324,Rosolodiacus,ancient road station of Galatia,,,,,,,,,,396329URos,,,,
https://pleiades.stoa.org/places/619230,http://www.wikidata.org/entity/Q11954442,Venasa,"roman city, now in Turkey",Point(34.846666666 38.715),,,,,,,,,387348UOue,,,,
https://pleiades.stoa.org/places/619236,http://www.wikidata.org/entity/Q85792664,Pegella,town of ancient Lycaonia,Point(32.665526 38.535371),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pegella
https://pleiades.stoa.org/places/619237,http://www.wikidata.org/entity/Q85792890,Perta,town of ancient Lycaonia,Point(33.076657 38.167719),,23572,,,,,,,382331UPer,,,,https://en.wikipedia.org/wiki/Perta_(Lycaonia)
https://pleiades.stoa.org/places/619240,http://www.wikidata.org/entity/Q85793456,Pithoi,town of ancient Lycaonia,Point(32.213204 38.240292),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pithoi_(Lycaonia)
https://pleiades.stoa.org/places/619251,http://www.wikidata.org/entity/Q65157998,Sadagolthina,town of ancient Cappadocia,Point(33.542191 38.8279505),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Sadagolthina
https://pleiades.stoa.org/places/619254,http://www.wikidata.org/entity/Q20108856,Saravene,ancient district of Cappadocia,,,,,,,,,,390345RSar,,,,
https://pleiades.stoa.org/places/619257,http://www.wikidata.org/entity/Q85800370,Senzousa,town of ancient Lycaonia,Point(32.969866 38.4442405),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Senzousa
https://pleiades.stoa.org/places/619261,http://www.wikidata.org/entity/Q85801785,Soanda,fortified settlement of ancient Cappadocia,Point(34.520165 39.299498),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Soanda
https://pleiades.stoa.org/places/619262,http://www.wikidata.org/entity/Q85801787,Soandos,town of ancient Cappadocia,Point(34.878905 38.344286),,,,,,,,,383349USoa,,,,https://en.wikipedia.org/wiki/Soandos
https://pleiades.stoa.org/places/619266303,http://www.wikidata.org/entity/Q11781,Roman villa of Ammaia,"cultural heritage monument in Marvão, Portugal",Point(-7.38639722 39.36933056),,22452,,,,sh2015001276,,,394000UAmm,,234843517,,https://en.wikipedia.org/wiki/Roman_villa_of_Ammaia
https://pleiades.stoa.org/places/619267,http://www.wikidata.org/entity/Q1413514,Tavium,"ancient settlement in Yozgat, Turkey",Point(34.5068 39.8589),,23513,,,,,,,399345UTav,,,,https://en.wikipedia.org/wiki/Tavium
https://pleiades.stoa.org/places/619268,http://www.wikidata.org/entity/Q211823,Lake Tuz,endorheic basin,Point(33.333333333 38.833333333),,,298679,,,sh2018000861,,,,,,,https://en.wikipedia.org/wiki/Lake_Tuz
https://pleiades.stoa.org/places/619273,http://www.wikidata.org/entity/Q2297986,Tolistobogii,ancient celtic tribe in Asia minor,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tolistobogii
https://pleiades.stoa.org/places/619287,http://www.wikidata.org/entity/Q85817126,Zizima,town of ancient Lycaonia,Point(32.401806 38.089908),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zizima
https://pleiades.stoa.org/places/621589779,http://www.wikidata.org/entity/Q116952,Monte San Giovanni Campano,Italian comune,Point(13.516666666 41.633333333),,,6536986,1045481,,no2010009073,,,,,266023881,,https://en.wikipedia.org/wiki/Monte_San_Giovanni_Campano
https://pleiades.stoa.org/places/623510547,http://www.wikidata.org/entity/Q106775888,Q106775888,"bridge in Arzúa, Spain",Point(-8.130166666 42.930638888),,,,,,,,,,,,,
https://pleiades.stoa.org/places/624280354,http://www.wikidata.org/entity/Q1143005,Cuccuru Nuraxi,,Point(9.17675972 39.28615052),,,,,,,,,,,,,
https://pleiades.stoa.org/places/62842860,http://www.wikidata.org/entity/Q17640837,Roman villa 600yds (550m) NE of Great Lemhill Farm,"ancient Roman structure in Lechlade, Cotswold, England, UK",Point(-1.69489 51.7206),,25998,,,,,,,,,,6485,
https://pleiades.stoa.org/places/628932,http://www.wikidata.org/entity/Q126804,Mount Erciyes,volcano in Turkey,Point(35.45 38.531666666),,39544,315528,7002717,,,,,383354LArg,,246069704,,https://en.wikipedia.org/wiki/Mount_Erciyes
https://pleiades.stoa.org/places/628934,http://www.wikidata.org/entity/Q17173859,Ariarathia,town of ancient Cappadocia,Point(36.391 38.722),,,,,,,,,387364UAri,,,,https://en.wikipedia.org/wiki/Ariarathia
https://pleiades.stoa.org/places/628936,http://www.wikidata.org/entity/Q1148125,Lesser Armenia,historical Anatolian region,Point(39.63 40.69),,,,,,,,,,42674,,,https://en.wikipedia.org/wiki/Lesser_Armenia
https://pleiades.stoa.org/places/628963,http://www.wikidata.org/entity/Q133459703,Dascusa,ancient city of Armenia Minor,Point(38.7333 38.93785),,,,,,,,,389387UDas,,,,
https://pleiades.stoa.org/places/628969,http://www.wikidata.org/entity/Q136368384,Elegeia,ancient place on the Euphrates mentioned by Pliny the Elder,,,,,,,,,,384388UEle,,,,
https://pleiades.stoa.org/places/628972,http://www.wikidata.org/entity/Q85759734,Euagina,"town of ancient Cappadocia, inhabited during Roman and Byzantine times",Point(36.011965 38.521909),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Euagina
https://pleiades.stoa.org/places/628974,http://www.wikidata.org/entity/Q85759772,Eulepa,ancient Greek town in Cappadocia,Point(35.870839 39.02792),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Eulepa
https://pleiades.stoa.org/places/628989,http://www.wikidata.org/entity/Q85766391,Herpha,town of ancient Cappadocia,Point(36.220454 38.668869),,,,,,,,,387362UHer,,,,https://en.wikipedia.org/wiki/Herpha
https://pleiades.stoa.org/places/628995,http://www.wikidata.org/entity/Q85749987,Cabassus,town of ancient Cataonia,Point(36.127534 38.134602),,,,,,,,,381361UCab,,,,https://en.wikipedia.org/wiki/Cabassus
https://pleiades.stoa.org/places/628997,http://www.wikidata.org/entity/Q85750267,Camisa,Ancient town in Armenia,Point(37.401155 39.845769),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Camisa
https://pleiades.stoa.org/places/629009,http://www.wikidata.org/entity/Q85752538,Ciscissus,town and bishopric of ancient Cappadocia,Point(35.786827 38.15395),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ciscissus
https://pleiades.stoa.org/places/629013,http://www.wikidata.org/entity/Q16546034,Cucusos,ancient city and archaeological site in Turkey,Point(36.496113 38.019977),,,,,,,,,380365UCoc,,,,
https://pleiades.stoa.org/places/629040,http://www.wikidata.org/entity/Q705132,Arslantepe,archaeological site in Turkey,Point(38.36111111 38.38194444),,21239,,,,,,,384384RMel,,247832101,,https://en.wikipedia.org/wiki/Arslantepe
https://pleiades.stoa.org/places/629054,http://www.wikidata.org/entity/Q85793159,Phlara,town of ancient Pontus,Point(36.594603 39.864116),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Phlara
https://pleiades.stoa.org/places/629068,http://www.wikidata.org/entity/Q20108858,Sargarausene,ancient district of Cappadocia,,,,,,,,,,387366RSar,,,,
https://pleiades.stoa.org/places/629076,http://www.wikidata.org/entity/Q20191364,Sebastopolis,"1st-millennium city in modern Sulusaray, Turkey",Point(36.083369477 39.997391048),,,,,,,,,400361UHer,,,,
https://pleiades.stoa.org/places/629081,http://www.wikidata.org/entity/Q85801362,Siricae,town of ancient Cappadocia,Point(36.458778 38.204189),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Siricae
https://pleiades.stoa.org/places/629082,http://www.wikidata.org/entity/Q85801438,Skandos,town of ancient Cappadocia,Point(35.400559 38.730968),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Skandos
https://pleiades.stoa.org/places/629083,http://www.wikidata.org/entity/Q4896922,Çekerek River,river in Turkey,Point(35.7546 40.5615),,,,7732116,,,,,,,,,https://en.wikipedia.org/wiki/%C3%87ekerek_River
https://pleiades.stoa.org/places/629098,http://www.wikidata.org/entity/Q11952068,Tomisa,ancient fortress city of Sophene,,,,,,,,,,384387UTom,,,,
https://pleiades.stoa.org/places/629429886,http://www.wikidata.org/entity/Q56086,Ripatransone,Italian comune,Point(13.762491666 43.000216666),,,6536803,,,nr96044770,,,,,149195785,,https://en.wikipedia.org/wiki/Ripatransone
https://pleiades.stoa.org/places/630398334,http://www.wikidata.org/entity/Q30503687,Temple of Apollo (Rhodes),"ancient Greek temple in Rodos Municipality, Greece",Point(28.210555555 36.44),,,,,,,,,,,,,
https://pleiades.stoa.org/places/630619066,http://www.wikidata.org/entity/Q1269403,Kuruçay Höyük,"mound in Burdur, Turkey",Point(30.167 37.6344),,,,,,,,,,,,,
https://pleiades.stoa.org/places/630816729,http://www.wikidata.org/entity/Q27664012,House of the Dolphins (Delos),archaeological site in Greece,Point(25.26974 37.39673),,,,,,,,,,,,,
https://pleiades.stoa.org/places/630863763,http://www.wikidata.org/entity/Q11942133,Poblat ibèric de la Cadira del Bisbe,"Premia de Dalt, Maresme",Point(2.33816389 41.50931389),,,,,,,,,,,,,
https://pleiades.stoa.org/places/631195,http://www.wikidata.org/entity/Q120824222,Claudias,ancient fortress in the Taurus Mountains,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Claudias
https://pleiades.stoa.org/places/631251,http://www.wikidata.org/entity/Q85811351,Tynna,town of ancient Cataonia,Point(34.564162 37.520926),,,,,,,,,375346UTyn,,,,https://en.wikipedia.org/wiki/Tynna
https://pleiades.stoa.org/places/632227173,http://www.wikidata.org/entity/Q8828,Mallorca,island in the Mediterranean Sea,Point(2.983333333 39.616666666),,,2514239,,,n97056960,,,,,135884992,,https://en.wikipedia.org/wiki/Mallorca
https://pleiades.stoa.org/places/63235269,http://www.wikidata.org/entity/Q3303067,Paleochristian Church,church in Albania,Point(20.644833833 41.065956833),,43046,,,,,,,,,,,"https://en.wikipedia.org/wiki/Paleochristian_Church,_Lin"
https://pleiades.stoa.org/places/633455581,http://www.wikidata.org/entity/Q662865,Baalbek Stones,monolith in Baalbek,Point(36.198792 33.99845),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Baalbek_Stones
https://pleiades.stoa.org/places/634946753,http://www.wikidata.org/entity/Q106693288,House of Hylas,"a Roman domus at Italica, Spain",Point(-6.043659157 37.441680546),,,,,,,,,,,,,
https://pleiades.stoa.org/places/636252147,http://www.wikidata.org/entity/Q97171666,Civita d'Arlena,archaeological site,Point(12.005173 42.606172),,,,,,,,,,,,,
https://pleiades.stoa.org/places/638733,http://www.wikidata.org/entity/Q346649,Adada,ancient city in Pisidia,Point(30.985311111 37.575161111),,21439,8212790,,,,,,376310UAda,,,,https://en.wikipedia.org/wiki/Adada_(Pisidia)
https://pleiades.stoa.org/places/638735,http://www.wikidata.org/entity/Q65122567,Agrae,ancient city of Pisidia,Point(30.642907 37.951412),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Agrae_(Pisidia)
https://pleiades.stoa.org/places/638740,http://www.wikidata.org/entity/Q6007818,Aloanda,ancient city of Lycia,Point(29.2619553 36.5497856),,,,,,,,,,,,,
https://pleiades.stoa.org/places/638741,http://www.wikidata.org/entity/Q457697,Amblada,ancient city in Asia Minor Pisidia landscape in Turkey,Point(31.7386345 37.518578),,,11694513,,,,,,375317UAmb,,,,https://en.wikipedia.org/wiki/Amblada
https://pleiades.stoa.org/places/638742,http://www.wikidata.org/entity/Q85741445,Anabura,"ancient town in Pisidia, Turkey",Point(31.285104 37.990797),,,,,,,,,380313UAna,,,,https://en.wikipedia.org/wiki/Anabura_(Pisidia)
https://pleiades.stoa.org/places/638743,http://www.wikidata.org/entity/Q96372039,Anaua,town of ancient Phrygia,Point(29.8094275 37.8891725),,,,,,,,,379298UAna,,,,https://en.wikipedia.org/wiki/Anaua
https://pleiades.stoa.org/places/638747,http://www.wikidata.org/entity/Q4837427,Babadağ,"mountain in Muğla Province, Turkey",Point(29.18093 36.53032),,41432,,,,,,,364292LKra,,,,"https://en.wikipedia.org/wiki/Babada%C4%9F_(mountain,_Mu%C4%9Fla)"
https://pleiades.stoa.org/places/638751,http://www.wikidata.org/entity/Q617518,Apamea,ancient city of Turkey,Point(30.16555556 38.07166667),,21281,,,,,10274655,,381302PApa,3432,236858993,,https://en.wikipedia.org/wiki/Apamea_(Phrygia)
https://pleiades.stoa.org/places/638755,http://www.wikidata.org/entity/Q7399643,Sahilkılınçlı,"mahalle (administrative quarter) in Kaş, Antalya, southwestern Turkey",Point(29.770573 36.194172),,,307889,,,,,,,,,,"https://en.wikipedia.org/wiki/K%C4%B1l%C4%B1%C3%A7l%C4%B1,_Ka%C5%9F"
https://pleiades.stoa.org/places/638757,http://www.wikidata.org/entity/Q6032054,Apollonia Salbaces,"archaeological site in Tavas, Denizli, Turkey",Point(29.02296 37.50631),,21181,,,,,,,375290UApo,,,,https://en.wikipedia.org/wiki/Apollonia_Salbaces
https://pleiades.stoa.org/places/638760,http://www.wikidata.org/entity/Q626773,Araxa,city of ancient Lycia,Point(29.36897222 36.74602778),,21555,,,,,,,368294UAra,,,,https://en.wikipedia.org/wiki/Araxa
https://pleiades.stoa.org/places/638762,http://www.wikidata.org/entity/Q65060460,Arnabanda,"populated place in ancient Lycia, probably at or near Alacahisar",Point(29.90196 36.32842),,,,,,,,,365300UArn,,,,https://en.wikipedia.org/wiki/Arnabanda
https://pleiades.stoa.org/places/638763,http://www.wikidata.org/entity/Q692995,Arneae,"ancient settlement in Finike, Antalya, Turkey",Point(29.8691976 36.4418699),,22038,,,,,,,364299UArn,,,,https://en.wikipedia.org/wiki/Arneae
https://pleiades.stoa.org/places/638771,http://www.wikidata.org/entity/Q132859542,Arymaxa,"deme of the Carian city of Lydai, Dalaman, Turkey",Point(28.855 36.64),,,,,,,,,366289UAry,,,,
https://pleiades.stoa.org/places/638772,http://www.wikidata.org/entity/Q65073531,Mylios,"inland town of ancient Pisidia near Asar, Turkey",Point(30.754391 37.303356),,,,,,,,,,,,,
https://pleiades.stoa.org/places/638779,http://www.wikidata.org/entity/Q758257,Attuda,Hellenistic city in ancient Caria,Point(28.80588 37.84219),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Attuda
https://pleiades.stoa.org/places/638780,http://www.wikidata.org/entity/Q65053258,Augai,populated place in ancient Cilicia,Point(31.86296 36.571185),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Augai
https://pleiades.stoa.org/places/638789,http://www.wikidata.org/entity/Q804692,Balbura,human settlement,Point(29.57913889 36.95236111),,21471,,,,,,,370296UBal,,,,https://en.wikipedia.org/wiki/Balbura_(Lycia)
https://pleiades.stoa.org/places/638791,http://www.wikidata.org/entity/Q65122579,Bindaios,town of ancient Pisidia,Point(30.721302 37.8658935),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Bindaios
https://pleiades.stoa.org/places/638799,http://www.wikidata.org/entity/Q19868346,Beşadalar,group of islands in Turkey,Point(30.41667 36.16667),,,321407,,,,,,,,,,https://en.wikipedia.org/wiki/Be%C5%9Fadalar
https://pleiades.stoa.org/places/638802,http://www.wikidata.org/entity/Q31503188,Yanartaş Dağı,mountain in Turkey,Point(30.415277777 37.132222222),,,297755,7698367,,,,,,,,,
https://pleiades.stoa.org/places/638817,http://www.wikidata.org/entity/Q5208155,Daedala,city in ancient Caria,Point(28.976568 36.749409),,22669,,,,,,,368290UDai,,,,https://en.wikipedia.org/wiki/Daedala_(city)
https://pleiades.stoa.org/places/638819,http://www.wikidata.org/entity/Q65060450,Damasei,town of ancient Lycia,Point(29.983386 36.29873),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Damasei
https://pleiades.stoa.org/places/638828,http://www.wikidata.org/entity/Q65067937,Elbessos,town of ancient Lycia,Point(29.641536 36.689489),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Elbessos
https://pleiades.stoa.org/places/638831,http://www.wikidata.org/entity/Q6031359,Erymna,town in ancient Pamphylia or Lycia,Point(31.584094 37.0733965),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Erymna
https://pleiades.stoa.org/places/638832,http://www.wikidata.org/entity/Q1370995,Etenna,ancient city in Turkey,Point(31.44916667 37.00166667),,21551,,,,,,,370314UEte,,,,https://en.wikipedia.org/wiki/Etenna
https://pleiades.stoa.org/places/638838,http://www.wikidata.org/entity/Q65064503,Euxine,town of ancient Caria,Point(28.715749 36.837326),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Euxine_(Caria)
https://pleiades.stoa.org/places/638842,http://www.wikidata.org/entity/Q6029441,Gagae,Archaeological site in Turkey,Point(30.3548 36.299),,21437,,,,,,,363304UGag,,,,https://en.wikipedia.org/wiki/Gagae
https://pleiades.stoa.org/places/638852,http://www.wikidata.org/entity/Q65044296,Hadrianopolis,town in ancient Pisidia,Point(30.04333 37.506828),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hadrianopolis_(Pisidia)
https://pleiades.stoa.org/places/638853,http://www.wikidata.org/entity/Q6045636,Hamaxia,town in the east of ancient Pamphylia,Point(31.939351 36.578293),,,,,,,,,366319UHam,,,,https://en.wikipedia.org/wiki/Hamaxia_(town)
https://pleiades.stoa.org/places/638861,http://www.wikidata.org/entity/Q6013858,Hippucome,town of ancient Lycia,Point(29.0269935 36.8335245),,,,,,,,,368290UHiK,,,,https://en.wikipedia.org/wiki/Hippucome
https://pleiades.stoa.org/places/638863,http://www.wikidata.org/entity/Q65122844,Hyia,Town in ancient Pisidia,Point(30.561826 37.415414),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hyia
https://pleiades.stoa.org/places/638870,http://www.wikidata.org/entity/Q18676664,Dalaman River,river in Turkey,Point(28.726111111 36.708333333),,,317718,1123281,,,,,367287WInd,,45145067086066631446,,https://en.wikipedia.org/wiki/Dalaman_River
https://pleiades.stoa.org/places/638872,http://www.wikidata.org/entity/Q1673973,Isinda,ancient city in Pisidia,Point(30.1619 37.0675),,,,,,,,,371302UIsi,,,,https://en.wikipedia.org/wiki/Isinda_(Pisidia)
https://pleiades.stoa.org/places/638874,http://www.wikidata.org/entity/Q65064494,Istlada,ancient city in Anatolia and part of UNESCO World Heritage Site,Point(29.8877 36.2185),,,,,,,,,362299UIst,,,,https://en.wikipedia.org/wiki/Istlada
https://pleiades.stoa.org/places/638884,http://www.wikidata.org/entity/Q797552,Babadağ,"mountain in Denizli Province, Turkey",Point(28.87801389 37.73199722),,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Babada%C4%9F_(mountain,_Denizli)"
https://pleiades.stoa.org/places/638885,http://www.wikidata.org/entity/Q1720985,Kadyanda,"ancient city in Lycia, now in modern Turkey",Point(29.23589 36.7154),,21479,,,,,,,367292UKad,,,24445,https://en.wikipedia.org/wiki/Cadyanda
https://pleiades.stoa.org/places/638888,http://www.wikidata.org/entity/Q65067934,Kalabantia,town of ancient Lycia,Point(29.134034521 36.42974603),,27735,,,,,,,364291UKal,,,,https://en.wikipedia.org/wiki/Kalabantia
https://pleiades.stoa.org/places/638892,http://www.wikidata.org/entity/Q681096,Kandyba,"archaeological site in Kaş, Antalya, Turkey",Point(29.673804 36.318976388),,21480,,,,,,,363297UKan,,,,https://en.wikipedia.org/wiki/Kandyba
https://pleiades.stoa.org/places/638898,http://www.wikidata.org/entity/Q111530747,Carallia,ancient city in Pamphylia,Point(31.885843 36.683529),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Carallia_(Pamphylia)
https://pleiades.stoa.org/places/638899,http://www.wikidata.org/entity/Q65064498,Karkabo,town of ancient Lycia,Point(30.00221 36.32915),,,,,,,,,363300UKar,,,,https://en.wikipedia.org/wiki/Karkabo
https://pleiades.stoa.org/places/638902,http://www.wikidata.org/entity/Q17624174,Karbasyanda,town of ancient Caria,,,,,,,,,,368286UKar,,,,https://en.wikipedia.org/wiki/Karbasyanda
https://pleiades.stoa.org/places/638904,http://www.wikidata.org/entity/Q111526675,Kasai,ancient city in Cilicia,,,,,,,,,,,,,,
https://pleiades.stoa.org/places/638905,http://www.wikidata.org/entity/Q65060457,Kastellon,a town of ancient Lycia,Point(29.974313 36.291555),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kastellon
https://pleiades.stoa.org/places/638911,http://www.wikidata.org/entity/Q65060459,Kendema,"ancient city in Lycia, Anatolia",Point(29.982829 36.28323),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kendema
https://pleiades.stoa.org/places/638914,http://www.wikidata.org/entity/Q65044513,Ceretapa,town,Point(29.926031 37.493664),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Ceretapa
https://pleiades.stoa.org/places/638920,http://www.wikidata.org/entity/Q85774361,Kilaraza,"town of ancient Caria, during Roman time",Point(29.03415 37.839314),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kilaraza
https://pleiades.stoa.org/places/638928,http://www.wikidata.org/entity/Q65122835,Kodroula,town of ancient Pisidia,Point(30.351609 37.436975),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kodroula
https://pleiades.stoa.org/places/638929,http://www.wikidata.org/entity/Q111530779,Colbasa,ancient city in Pisidia,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Colbasa
https://pleiades.stoa.org/places/638931,http://www.wikidata.org/entity/Q138603,Colybrassus,ancient city of Cilicia,Point(31.9754 36.7316),,21483,,,,,,,,,,,https://en.wikipedia.org/wiki/Colybrassus
https://pleiades.stoa.org/places/638933,http://www.wikidata.org/entity/Q171810,Alanya,"district and town in Antalya, Turkey",Point(31.999722222 36.543611111),,21559,324190,,,n91114771,,,365320UKor,1161,312840192,,https://en.wikipedia.org/wiki/Alanya
https://pleiades.stoa.org/places/638937,http://www.wikidata.org/entity/Q6006985,Corydala,ancient town in Lycia,Point(30.273281 36.376674),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Corydala
https://pleiades.stoa.org/places/638948,http://www.wikidata.org/entity/Q1762663,Cyaneae,ancient city in Lycia,Point(29.81777778 36.2475),,21457,,,,,,,362298UKya,,,,https://en.wikipedia.org/wiki/Cyaneae
https://pleiades.stoa.org/places/638953,http://www.wikidata.org/entity/Q96386747,Lagbe,ancient town of Pisidia,Point(29.924947 37.142961),,,,,,,,,371299ULag,,,,https://en.wikipedia.org/wiki/Lagbe
https://pleiades.stoa.org/places/638957,http://www.wikidata.org/entity/Q65122578,Legeita,town of ancient Pisidia,Point(30.356445 37.682053),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Legeita
https://pleiades.stoa.org/places/638960,http://www.wikidata.org/entity/Q65053944,Limnae,ancient town in what is now modern Turkey,Point(30.790833333 36.8825),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Limnae_(Pamphylia)
https://pleiades.stoa.org/places/638961,http://www.wikidata.org/entity/Q780117,Limyra,human settlement,Point(30.1705 36.342806),,21454,8077820,,,,,,363302PLim,,233676623,,https://en.wikipedia.org/wiki/Limyra
https://pleiades.stoa.org/places/638962,http://www.wikidata.org/entity/Q6014726,Alakır Çayı,river in Turkey,Point(30.252486 36.31593),,,324235,7738991,,,,,,,,,
https://pleiades.stoa.org/places/638964,http://www.wikidata.org/entity/Q25212004,Lunda,Ancient Roman city and present Catholic titular see,Point(29.455009 38.0296065),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lunda_(Asia_Minor)
https://pleiades.stoa.org/places/638966,http://www.wikidata.org/entity/Q20055349,Lycian Sea,sea,Point(28.75 36.25),,,,,,,,,,,,,
https://pleiades.stoa.org/places/638968,http://www.wikidata.org/entity/Q56294628,Lydae,town of ancient Caria or Lycia,Point(28.85926 36.621642),,27763,,,,,,,366289ULyd,,,,https://en.wikipedia.org/wiki/Lydae
https://pleiades.stoa.org/places/638969,http://www.wikidata.org/entity/Q132716939,Lyrboton Kome,Roman-period settlement north of Antalya,Point(30.725 36.9981),,,,,,,,,370307ULyK,,,,
https://pleiades.stoa.org/places/638970,http://www.wikidata.org/entity/Q111530762,Lyrbe,ancient city in Pamphylia,Point(31.47344 36.87477),,,,,,,,,,,,,https://en.wikipedia.org/wiki/Lyrbe
https://pleiades.stoa.org/places/638971,http://www.wikidata.org/entity/Q85782755,Lyrnai,ancient town of the Lycian Octapolis,Point(28.924 36.824),,,,,,,,,368280ULyr,,,,https://en.wikipedia.org/wiki/Lyrna
