pleiades	item	itemLabel	itemDescription	coordinates	chronique_ids	dare_ids	geonames_ids	gettytgn_ids	idaigaz_ids	loc_ids	manto_ids	nomisma_ids	topostext_ids	trismegistos_ids	viaf_ids	vici_ids	wikipedia_en
845012	http://www.wikidata.org/entity/Q85783711	Mantineion	town of ancient Bithynia	Point(32.019212 40.8073395)													https://en.wikipedia.org/wiki/Mantineion
845013	http://www.wikidata.org/entity/Q6762088	Mariandyni	ancient tribe in the north-east of Bithynia								9412610		409312RMar				https://en.wikipedia.org/wiki/Mariandyni
845017	http://www.wikidata.org/entity/Q65046773	Metroon	town on the Black Sea coast of ancient Bithynia	Point(31.481666666 41.346666666)													https://en.wikipedia.org/wiki/Metroon_(Bithynia)
845022	http://www.wikidata.org/entity/Q65051004	Modra	town in ancient Bithynia	Point(31.143478 40.488963)													https://en.wikipedia.org/wiki/Modra_(Bithynia)
845030	http://www.wikidata.org/entity/Q65046326	Oxinas	town on the eastern coast of ancient Bithynia	Point(31.674661 41.407123)													https://en.wikipedia.org/wiki/Oxinas
845034	http://www.wikidata.org/entity/Q622032	Paphlagonia	historical region of Asia Minor	Point(35.0 41.6)			8378526			nr89015634	8195621		410300RPap		123599054		https://en.wikipedia.org/wiki/Paphlagonia
845036	http://www.wikidata.org/entity/Q2886191	Bartın River	river in Turkey, the ancient Parthenios	Point(32.235833333 41.679444444)			751055				9688193		417323WPar				https://en.wikipedia.org/wiki/Bart%C4%B1n_River
845039	http://www.wikidata.org/entity/Q85793338	Pimolisa	fortified town of ancient Paphlagonia	Point(34.709815 41.013237)													https://en.wikipedia.org/wiki/Pimolisa
845040004	http://www.wikidata.org/entity/Q12236559	Kom El-Dikka	neighborhood and archaeological site in Alexandria, Egypt	Point(29.904097 31.194612)											315161086		https://en.wikipedia.org/wiki/Kom_El_Deka
845041	http://www.wikidata.org/entity/Q1899754	Pompeiopolis	Roman city, today in Kastamonu Province, Turkey	Point(33.76138889 41.97805556)		21209				sh2013001275			415342UPom				https://en.wikipedia.org/wiki/Pompeiopolis
845049	http://www.wikidata.org/entity/Q102128005	Prusias ad Hypium	ruined city located in Düzce Province	Point(31.148055555 40.906111111)									409311UPro				https://en.wikipedia.org/wiki/Prusias_ad_Hypium
845049	http://www.wikidata.org/entity/Q608148	Prusias ad Hypium	titular see			21255				n2009081323			409311UPro		156172548		
845055	http://www.wikidata.org/entity/Q65046787	Sandaraca	coastal town of ancient Bithynia	Point(31.786666666 41.456666666)													https://en.wikipedia.org/wiki/Sandaraca
845067	http://www.wikidata.org/entity/Q85802131	Sora	Ancient and Byzantine town in Paphlagonia	Point(32.6224 41.139609)													https://en.wikipedia.org/wiki/Sora_(Anatolia)
845068	http://www.wikidata.org/entity/Q65073130	Stephane	port town on the coast of ancient Paphlagonia	Point(34.539625 41.9522875)													https://en.wikipedia.org/wiki/Stephane_(Paphlagonia)
845079	http://www.wikidata.org/entity/Q65046826	Thymena	town on the Black Sea coast of ancient Paphlagonia	Point(33.189074 41.958253)													https://en.wikipedia.org/wiki/Thymena
845082	http://www.wikidata.org/entity/Q65046830	Timolaeum	town on the Black Sea coast of ancient Paphlagonia	Point(33.31682 41.997734)													https://en.wikipedia.org/wiki/Timolaeum
845084	http://www.wikidata.org/entity/Q11951926	Tium	antique city of Bithynia	Point(32.023112 41.561257)		21424							416230UTio				https://en.wikipedia.org/wiki/Tium
845091	http://www.wikidata.org/entity/Q11955395	Ximene	Place in the Roman Empire	http://www.wikidata.org/.well-known/genid/50ef0f7b537de991a9411f422b5a14c3													
845098	http://www.wikidata.org/entity/Q65044309	Zephyrium	ancient site in Paphlagonia	Point(33.448145 42.012657)													https://en.wikipedia.org/wiki/Zephyrium_(Paphlagonia)
845099	http://www.wikidata.org/entity/Q85817124	Ziporea	town of ancient Paphlagonia	Point(33.1191805 41.5715265)													https://en.wikipedia.org/wiki/Ziporea
845103545	http://www.wikidata.org/entity/Q107433989	Artemis Orthosia temple of Epidaurus	archaic Greek temple foundations above Archaia Epidavros, Greece	Point(23.15039 37.63644)									376232SArT			96442	
845876618	http://www.wikidata.org/entity/Q596200	Thracian tomb of Aleksandrovo kurgan	Thracian burial mound	Point(25.73805556 41.97972222)													https://en.wikipedia.org/wiki/Thracian_tomb_of_Aleksandrovo
845883341	http://www.wikidata.org/entity/Q126555184	Pitulum	ancient settlement in Umbria described by Pliny the Elder														
846	http://www.wikidata.org/entity/Q130135	Atlas Mountains	North African mountain range	Point(-7.916111111 31.061944444)		44459	2556769			sh85009230	9721264				315125605		https://en.wikipedia.org/wiki/Atlas_Mountains
846285407	http://www.wikidata.org/entity/Q30287419	Fattoria romana di S'Imbalconadu	human settlement in Olbia, Province of Sassari, Sardinia, Italy	Point(9.503318 40.887104)													
84771631	http://www.wikidata.org/entity/Q18926963	Vespasian Titus Tunnel	ancient water tunnel situated in Turkey	Point(35.92916667 36.12277778)													https://en.wikipedia.org/wiki/Vespasianus_Titus_Tunnel
847875	http://www.wikidata.org/entity/Q3725317	Eneti	ancient people of Asia Minor in Homer								9688190						https://en.wikipedia.org/wiki/Paphlagonian_Eneti
847908	http://www.wikidata.org/entity/Q29788236	Tetracis	town in ancient Paphlagonia														https://en.wikipedia.org/wiki/Tetrakis_(Paphlagonia)
847951890	http://www.wikidata.org/entity/Q1091060	Chûn Quoit	Dolmen in the Cornwall region, England	Point(-5.6377 50.1486)													https://en.wikipedia.org/wiki/Ch%C3%BBn_Quoit
84840228	http://www.wikidata.org/entity/Q923324	Broch of Clickimin	tower in Shetland Islands, Scotland, UK	Point(-1.165536 60.149422)													https://en.wikipedia.org/wiki/Broch_of_Clickimin
849071429	http://www.wikidata.org/entity/Q17641518	Kirmington Roman settlement	archaeological site in Kirmington, North Lincolnshire, England, UK	Point(-0.344261 53.5872)													
849308046	http://www.wikidata.org/entity/Q18288898	Roman bridge of Saint-Vincent	bridge Saint-Vincent, Italy	Point(7.65598 45.74309)		42087											
849534583	http://www.wikidata.org/entity/Q2274063	nuraghe Seruci		Point(8.42444444 39.24916667)											238830828		https://en.wikipedia.org/wiki/Nuraghe_Seruci
850009332	http://www.wikidata.org/entity/Q28977981	Allifae amphitheatre	Roman amphitheatre in Alife, Italy	Point(14.33495 41.3255)		23921										31328	
850427781	http://www.wikidata.org/entity/Q4274798	Gough's Cave	cave of Cheddar Gorge, Somerset, England, UK	Point(-2.7654 51.2819)													https://en.wikipedia.org/wiki/Gough%27s_Cave
850954730	http://www.wikidata.org/entity/Q27070366	House of Actius Anicetus		Point(14.4892157 40.7496201)													
851023494	http://www.wikidata.org/entity/Q17678003	Roman signal station on Mains Rigg	archaeological site in Upper Denton, Carlisle, England, UK	Point(-2.6059 54.979677777)												12813	
851023494	http://www.wikidata.org/entity/Q17678003	Roman signal station on Mains Rigg	archaeological site in Upper Denton, Carlisle, England, UK	Point(-2.60591 54.9797)												12813	
851079254	http://www.wikidata.org/entity/Q116950457	Wall0050 Baptistery, Christian house church	wall portion between the doors on the southern interior wall (including niche) from the Baptistery, Christian House Chruch, Dura-Europos	Point(40.727719065 34.745667046)													
851079255	http://www.wikidata.org/entity/Q116950458	Wall0051 Baptistery, Christian house church	wall portion east of the eastern most door on the southern interior wall from the Baptistery, Christian House Chruch, Dura-Europos	Point(40.727742176 34.745674739)													
851128106	http://www.wikidata.org/entity/Q107364137	Area Pannaria	an open area located in Regio I of ancient Rome														
851128107	http://www.wikidata.org/entity/Q16580704	Mutatorium Caesaris	an open area a block and a half east of the Via Appia, opposite the Baths of Caracalla.	Point(12.49555556 41.88111111)													
851304643	http://www.wikidata.org/entity/Q1115948	Kom el-Nana	ancient Egyptian settlement	Point(30.888635 27.619346)											5546150749014316420008		https://en.wikipedia.org/wiki/Kom_el-Nana
851674695	http://www.wikidata.org/entity/Q122218015	Prestatyn Roman Site	scheduled monument in Wales: Roman bath house built on an earlier Celtic site which included Bronze Age artefacts	Point(-3.4095405 53.324377)													
851753991	http://www.wikidata.org/entity/Q85771094	Jerablus Tahtani		Point(38.016666666 36.8)													https://en.wikipedia.org/wiki/Jerablus_Tahtani
852463484	http://www.wikidata.org/entity/Q122199563	Nuraghe Su Casteddu	Nuraghe Su Casteddu is a trilobate nuraghe in Sardinia.; 2nd-millennium-bce	Point(9.521111 40.325556)													
85250434	http://www.wikidata.org/entity/Q116680326	La Monachina necropolis	Roman Imperial necropolis comprised of over 300 tombs located at the 13th km of the via Aurelia, Rome, in the locality of Massa Gallesina	Point(12.3635528 41.8897301)													
852629977	http://www.wikidata.org/entity/Q12409373	Wadi Murabba'at Caves	3 caves in Wadi Murabba'at, Israel	Point(35.37277778 31.58833333)				8711537									
852629977	http://www.wikidata.org/entity/Q2906907	Wadi Murabba'at	فلسطين حرة	Point(35.3728 31.5883)											316747199		https://en.wikipedia.org/wiki/Wadi_Murabba%27at
85264970	http://www.wikidata.org/entity/Q422929	Sarazm	archaeological site	Point(67.566666666 39.516666666)											238114834		https://en.wikipedia.org/wiki/Sarazm
853249147	http://www.wikidata.org/entity/Q28978018	Civitas Camunnorum amphitheatre	Roman amphitheatre in Cividate Camuno, Italy	Point(10.281 45.944)		23940										4218	
853662205	http://www.wikidata.org/entity/Q3560397	Exomvourgo	mountain on the island of Tinos	Point(25.1675 37.57722222)					2362613								https://en.wikipedia.org/wiki/Exomvourgo
853733571	http://www.wikidata.org/entity/Q130559339	Roman amphitheater of Forum Traiani		Point(8.804710325 39.993172505)													
853958465	http://www.wikidata.org/entity/Q275666	White Pyramid	smooth-sided pyramid	Point(31.22277778 29.80555556)													https://en.wikipedia.org/wiki/White_Pyramid
854121351	http://www.wikidata.org/entity/Q82074405	Temple of Liber Pater, Sabratha	temple/altar/polytheist building(s) in Libya	Point(12.481756 32.807098)												18056	
854370382	http://www.wikidata.org/entity/Q71776607	Ashtead Roman Villa	Romano-British villa site	Point(-0.3112709 51.3285902)		25910										6765	
854675	http://www.wikidata.org/entity/Q187890	Strait of Kerch	strait connecting Azov and Black Seas	Point(36.65 45.35)			706523				8372321		454367WBos		246276153		https://en.wikipedia.org/wiki/Kerch_Strait
854687	http://www.wikidata.org/entity/Q2995002	Hermonassa Greek colony	Greek Black Sea colony	Point(36.714444 45.218889)									452367UHer	38265			
854695	http://www.wikidata.org/entity/Q3555347	Kepoi	ancient city near Cimmerian Bosporus	Point(36.99331667 45.30308056)		22017							453370UKep				https://en.wikipedia.org/wiki/Kepoi
854696	http://www.wikidata.org/entity/Q619131	Kimmerikon	ancient Greek city in Crimea	Point(36.231299 45.043418)		22008							450362UKim	41563			https://en.wikipedia.org/wiki/Kimmerikon
854700	http://www.wikidata.org/entity/Q2494757	Taman Bay	bay in Russia	Point(36.783055555 45.273888888)			484665										https://en.wikipedia.org/wiki/Taman_Bay
854710	http://www.wikidata.org/entity/Q2360763	Myrmekion	ancient Greek colony in Crimea	Point(36.522064 45.352754)		22012									238154734		https://en.wikipedia.org/wiki/Myrm%C4%93kion
854715	http://www.wikidata.org/entity/Q287522	Nymphaion	Ancient Greek colony in the Crimea	Point(36.4175 45.2366)		22009				sh00001155			452364UNym	38298	316431106		https://en.wikipedia.org/wiki/Nymphaion_(Crimea)
854719	http://www.wikidata.org/entity/Q906661	Panticapaeum	ancient Greek city in Crimea	Point(36.46861111 45.35083333)		22010							454365PPan	30272			https://en.wikipedia.org/wiki/Pantikapaion
854723	http://www.wikidata.org/entity/Q11940493	Patraeus	ancient city	Point(36.837823 45.314944)													https://en.wikipedia.org/wiki/Patraeus_(city)
854724	http://www.wikidata.org/entity/Q1344411	Phanagoria	ancient Greek settlement in Russia	Point(36.974881 45.278059)		22018							453370PPha	38305			https://en.wikipedia.org/wiki/Phanagoria
854743	http://www.wikidata.org/entity/Q158491	Feodosiia	port and resort in Crimea	Point(35.379166666 45.048888888)		22007	709161	7016693		n85132058			450354PThe		167148570709124312337,146645300		https://en.wikipedia.org/wiki/Feodosia
854745	http://www.wikidata.org/entity/Q7861533	Tyritake	human settlement in Kerch (Ukraine)	Point(36.4686 45.3508)		22011							453364UTyr	38320			https://en.wikipedia.org/wiki/Tyritak%C4%93
854756317	http://www.wikidata.org/entity/Q25383052	Roman theater at Pelusium	archaeological site in Egypt	Point(32.546139 31.042512)													
854777997	http://www.wikidata.org/entity/Q27687127	House of M. Spurius Saturninus and D. Volcius Modestus		Point(14.4833927 40.7501547)													
854812387	http://www.wikidata.org/entity/Q56450687	Despotiko sanctuary	archaeological site on island near Antiparos, Greece	Point(25.014307 36.97039)									370250SApo				
854820311	http://www.wikidata.org/entity/Q2799135	Frattura	frazione of Scanno (Abruzzo)	Point(13.87079 41.9305)			3176550										https://en.wikipedia.org/wiki/Frattura
855023565	http://www.wikidata.org/entity/Q108664776	Tower of Chrysokamaro	Chalkidiki	Point(23.723052 40.252454)													
855065497	http://www.wikidata.org/entity/Q122189256	Nuraghe Perda Sinnus		Point(9.0003431 39.479086)												52679	
855236251	http://www.wikidata.org/entity/Q4010616	Via Flavia	an ancient Roman road connecting Trieste (ancient Tergeste) to Dalmatia	Point(13.989789 45.175655)											4609154198320120230001		https://en.wikipedia.org/wiki/Via_Flavia
855441498	http://www.wikidata.org/entity/Q1231749	Baths of Titus	public baths (Thermae) built in 81 AD at Rome, by Roman emperor Titus	Point(12.494052777 41.892555555)											237482156		https://en.wikipedia.org/wiki/Baths_of_Titus
855441499	http://www.wikidata.org/entity/Q2379633	Castra Misenatium	barracks at Rome occupied by sailors from the imperial fleet stationed at Misenum														
855632226	http://www.wikidata.org/entity/Q1444766	Vatican obelisk	obelisk in Rome	Point(12.4563 41.9022)									419125AOVa				https://en.wikipedia.org/wiki/Vatican_obelisk
856037447	http://www.wikidata.org/entity/Q100718316	Canopus of the Villa Adriana at Tivoli	an architectural feature that is part of the villa of the Roman emperor Hadrian														
856213	http://www.wikidata.org/entity/Q11689408	Tsar's Kurgan	kurgan in eastern Crimea	Point(36.525953 45.373863)													https://en.wikipedia.org/wiki/Royal_Kurgan
856482651	http://www.wikidata.org/entity/Q118311061	Roman theater of Atri		Point(13.97801 42.58191)													
856514595	http://www.wikidata.org/entity/Q374149	Via Flaminia	Ancient Roman road	Point(12.58681 42.73033)												38267	https://en.wikipedia.org/wiki/Via_Flaminia
857015	http://www.wikidata.org/entity/Q70970	Çoruh River	river in Georgia and Turkey	Point(41.572944444 41.603305555)			567855			sh2007000469			416416WAka				https://en.wikipedia.org/wiki/%C3%87oruh
857015	http://www.wikidata.org/entity/Q70970	Çoruh River	river in Georgia and Turkey	Point(40.9997 40.3074)			567855			sh2007000469			416416WAka				https://en.wikipedia.org/wiki/%C3%87oruh
857018	http://www.wikidata.org/entity/Q170532	Amasya	central district and city in Amasya, Turkey	Point(35.833333333 40.65)		21222	752015			n88118581			407358PAma	2624	123759926		https://en.wikipedia.org/wiki/Amasya
857024	http://www.wikidata.org/entity/Q16330562	Amisus	ancient Greek city, present-day Samsun, Turkey	Point(36.323668 41.319117)									413363PAmi		244286096		
857029	http://www.wikidata.org/entity/Q65048820	Ancon	town in ancient Pontus	Point(36.631607 41.373977)									413366HAnk				https://en.wikipedia.org/wiki/Ancon_(Pontus)
