pleiades,item,itemLabel,chronique_ids,dare_ids,geonames_ids,gettytgn_ids,idaigaz_ids,loc_ids,manto_ids,nomisma_ids,topostext_ids,trismegistos_ids,viaf_ids,vici_ids,wikipedia_en
989429709,http://www.wikidata.org/entity/Q15850896,Tibradden Cairn,,,,,,,,,,,,,
442620,http://www.wikidata.org/entity/Q56304157,Q56304157,,29225,,,,,,,404167XInc,,,,
413171,http://www.wikidata.org/entity/Q3785880,Histonium,,,,,,,,,,14478,316422923,,
433048,http://www.wikidata.org/entity/Q67875091,Roman villa at Positano,,21355,,,,,,,,,52155566450713380007,16438,
423042,http://www.wikidata.org/entity/Q3663181,Catacomb of Sant'Ermete,,37889,,,,,,,,,259228966,,
471894,http://www.wikidata.org/entity/Q2904892,Bithia,,36274,,,,,,,389089UBit,22117,,,"https://en.wikipedia.org/wiki/Bithia,_Italy"
187432,http://www.wikidata.org/entity/Q34713,Salzburg,,,2766818,7003256,,n80024359,,,,,143061561,,https://en.wikipedia.org/wiki/Salzburg
570487,http://www.wikidata.org/entity/Q654616,Monemvasia,,43580,256795,,,n82010169,,,368233LMin,,151287183,,https://en.wikipedia.org/wiki/Monemvasia
791438655,http://www.wikidata.org/entity/Q111081977,Mithraeum of Caesarea Maritima,,,,,,,,,,,,,
256236,http://www.wikidata.org/entity/Q1613344,Zalamea de la Serena,,31270,6356025,,,n85002173,,,,,150153369,,https://en.wikipedia.org/wiki/Zalamea_de_la_Serena
29492,http://www.wikidata.org/entity/Q40169,Assyria,,,8378483,,,,,,,5181,,,https://en.wikipedia.org/wiki/Assyria_(Roman_province)
599737,http://www.wikidata.org/entity/Q17993735,Cyllandus,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cyllandus
84840228,http://www.wikidata.org/entity/Q923324,Broch of Clickimin,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Broch_of_Clickimin
706151554,http://www.wikidata.org/entity/Q3983249,Temple of Flora,,42265,,,,,,,,,,,https://en.wikipedia.org/wiki/Temple_of_Flora_(Cerreto_Sannita)
377547413,http://www.wikidata.org/entity/Q1025825,Shahr-e Sukhteh,,,1159598,,,,,,,,246272973,21294,https://en.wikipedia.org/wiki/Shahr-e_Sukhteh
792532423,http://www.wikidata.org/entity/Q3949896,Q3949896,,,,,,,,,,,8145243772374441918,,
638961,http://www.wikidata.org/entity/Q780117,Limyra,,21454,8077820,,,,,,363302PLim,,233676623,,https://en.wikipedia.org/wiki/Limyra
375997,http://www.wikidata.org/entity/Q104808332,"Berenike to Taucheira, road",,,,,,,,,,,,,
540977,http://www.wikidata.org/entity/Q60791651,Oeum,,29412,,,,,,,386231UOio,,,,https://en.wikipedia.org/wiki/Oeum_(Locris)
246188,http://www.wikidata.org/entity/Q2527467,Arevaci,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Arevaci
540979,http://www.wikidata.org/entity/Q16613514,Olizon,,29414,,,,,8228896,,391232UOli,,,,https://en.wikipedia.org/wiki/Olizon
540942,http://www.wikidata.org/entity/Q16637883,Tarphe,,,,,,,,,388226PTar,,,,https://en.wikipedia.org/wiki/Tarphe
599556,http://www.wikidata.org/entity/Q1911796,Belevi Mausoleum,,22783,,,,,,,,,235038849,,https://en.wikipedia.org/wiki/Belevi_Mausoleum
702114508,http://www.wikidata.org/entity/Q386942,Caernarfon Mithraeum,,,,,,,,,,,,27494,https://en.wikipedia.org/wiki/Caernarfon_Mithraeum
452417,http://www.wikidata.org/entity/Q52648,Rivello,,30477,6541274,,,,,,,,238168993,,https://en.wikipedia.org/wiki/Rivello
540694,http://www.wikidata.org/entity/Q895095,Boulis,,29316,,,,,,,383228PBou,,,,https://en.wikipedia.org/wiki/Bulis_(Phocis)
609376,http://www.wikidata.org/entity/Q85759725,Etsyena,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Etsyena
395487201,http://www.wikidata.org/entity/Q676074,circus of Nero,,23782,,,,,,,,,312597053,,https://en.wikipedia.org/wiki/Circus_of_Nero
166031522,http://www.wikidata.org/entity/Q3820171,Choga Mami,,,,6001425,,,,,,,,,https://en.wikipedia.org/wiki/Choga_Mami
89152,http://www.wikidata.org/entity/Q3819299,Coria,,22980,7932540,,,,,,,13681,,,https://en.wikipedia.org/wiki/Coria_(Corbridge)
511461,http://www.wikidata.org/entity/Q3177640,Zeleia,,21540,,,,,8195169,,402276UZel,,,,https://en.wikipedia.org/wiki/Zeleia
992075,http://www.wikidata.org/entity/Q879466,Roman Gaul,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Roman_Gaul
216996,http://www.wikidata.org/entity/Q1309649,Sucidava,,23732,,,,,,,438245USuc,,,,https://en.wikipedia.org/wiki/Sucidava
191772,http://www.wikidata.org/entity/Q666004,Lukmanier Pass,,21284,2659834,1108461,,,,,,,170000841,,https://en.wikipedia.org/wiki/Lukmanier_Pass
108746,http://www.wikidata.org/entity/Q610107,Castrum Antunnacum,,72,,,,,,,,,,9653,
74136618,http://www.wikidata.org/entity/Q3621757,Arco augusteo,,,,,,,,,,,,,
216895,http://www.wikidata.org/entity/Q1987323,Nicopolis ad Istrum,,21382,728780,,,,,,432256UNic,16467,245706516,2188,https://en.wikipedia.org/wiki/Nicopolis_ad_Istrum
579858,http://www.wikidata.org/entity/Q2839314,Alopeke,,31100,,,,,,,380237DAlo,56492,,,https://en.wikipedia.org/wiki/Alopece
411767088,http://www.wikidata.org/entity/Q844241,Ponte Gobbo,,,,,,,,,,,,,
39319,http://www.wikidata.org/entity/Q129332,Kaminahu,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kaminahu
648597,http://www.wikidata.org/entity/Q60790228,Charadrus,,22665,,,,,,,361326UCha,,,,https://en.wikipedia.org/wiki/Charadrus
207393,http://www.wikidata.org/entity/Q12148604,Rocșoreni,,,668777,,,,,,,,,,
570706,http://www.wikidata.org/entity/Q515809,Taygetus,,41218,253062,1109686,,sh87000580,10126454,,370223LTay,,315125794,,https://en.wikipedia.org/wiki/Taygetus
982727687,http://www.wikidata.org/entity/Q20379266,House of Simon the cobbler,,,,,,,,,380237BSim,,,26353,
678363,http://www.wikidata.org/entity/Q2920011,Rehov,,,"293727,293342",,,,,,,,316602904,,https://en.wikipedia.org/wiki/Tel_Rehov
187324,http://www.wikidata.org/entity/Q4127,Lake Constance,,,2659347,,2045286,sh85031304,,,,,170077699,,https://en.wikipedia.org/wiki/Lake_Constance
607327123,http://www.wikidata.org/entity/Q4785452,Archaeological Site of Colaride,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Archaeological_Site_of_Colaride
912986,http://www.wikidata.org/entity/Q168518,Uruk,,22332,90377,,,sh85044578,,,,,"315170028,1147310007137851187",,https://en.wikipedia.org/wiki/Uruk
465930,http://www.wikidata.org/entity/Q3814022,Kaukana,,22886,,,,,,,368145UCau,,,,https://en.wikipedia.org/wiki/Kaukana
589765,http://www.wikidata.org/entity/Q17629474,Dragmus,,28774,,,,,,,352262PDra,,,,https://en.wikipedia.org/wiki/Dragmus
380284185,http://www.wikidata.org/entity/Q1689149,Santa Maria di Falleri,,,8468646,,,,,,,,,,
167750,http://www.wikidata.org/entity/Q207610,Embrun,,188,6446638,,,,,,446065UEbu,,237428091,,"https://en.wikipedia.org/wiki/Embrun,_Hautes-Alpes"
39417,http://www.wikidata.org/entity/Q940785,Sabaeans,,,,,,,,sabaean_kingdom,145440RSab,11948,,,https://en.wikipedia.org/wiki/Sabaeans
207086,http://www.wikidata.org/entity/Q1085469,Dolno Ozirovo,,,6459232,,,,,,,,,,https://en.wikipedia.org/wiki/Dolno_Ozirovo
138264,http://www.wikidata.org/entity/Q457587,Canéjan,,17472,3028838,,,,,,,,316734333,,https://en.wikipedia.org/wiki/Can%C3%A9jan
422921,http://www.wikidata.org/entity/Q3744504,Ficana,,26608,,,,,,,418123UFic,32277,,,https://en.wikipedia.org/wiki/Ficana
197232,http://www.wikidata.org/entity/Q1735345,Castrum Crumerum,,10857,,,,,,,,,,7245,
491700,http://www.wikidata.org/entity/Q18286314,Pleume,,32152,,,,,,,403232PPle,,,,https://en.wikipedia.org/wiki/Pleume
530900,http://www.wikidata.org/entity/Q183199,Ioannina,,31562,261779,,,n81042105,,,397209XIoa,,147754409,,https://en.wikipedia.org/wiki/Ioannina
364026,http://www.wikidata.org/entity/Q106155676,Qaşr al Mākīnah,,,2213712,,,,,,,,,,
123971451,http://www.wikidata.org/entity/Q810130,Basílica Paleocristiana de Son Peretó,,42919,,,,,,,,,316432535,,
570567,http://www.wikidata.org/entity/Q56398976,Patrai,,21942,,,,,,,382217PPat,,,,
745799804,http://www.wikidata.org/entity/Q62050969,Roman Theatre of Madauros,,,,,,,,,,,,,
442508,http://www.wikidata.org/entity/Q848877,Bradano,,,3181621,1122188,,,,,,,,,https://en.wikipedia.org/wiki/Bradano
216722,http://www.wikidata.org/entity/Q18537621,Axiopolis,,22383,,,,,,,443280UAxi,29973,,,https://en.wikipedia.org/wiki/Axiopolis_(castra)
134485260,http://www.wikidata.org/entity/Q3538789,Esquilina,,,,,,,,,,7223,,,
423016,http://www.wikidata.org/entity/Q2462868,Catacomb of Priscilla,,22930,7303818,,,n2014050655,,,419125GPri,30686,228850799,22970,https://en.wikipedia.org/wiki/Catacomb_of_Priscilla
599581,http://www.wikidata.org/entity/Q187027,Kos,,,259244,,,n78078667,8228885,cos_city,369273PKos,,130167104,,https://en.wikipedia.org/wiki/Kos
91511819,http://www.wikidata.org/entity/Q16591318,Ponte Sanguinario,,,,,,,,,,,,,
18579265,http://www.wikidata.org/entity/Q1590778,Illeta dels Banyets,,,,,,,,,,,244757828,,
727249,http://www.wikidata.org/entity/Q4459073,Thmuis,,21700,347290,,,,,,309315UThm,2405,6392148574361824430002,,https://en.wikipedia.org/wiki/Thmuis
79737,http://www.wikidata.org/entity/Q54555359,Vernemetum,,,,,,,,,,,,,
991354,http://www.wikidata.org/entity/Q192435,Marruecos,,,,,,n82077894,,,,,123177111,,https://en.wikipedia.org/wiki/Tripolitania
776218,http://www.wikidata.org/entity/Q14218418,Qasr Baris,,30566,350674,,,,,,,,,,
511304,http://www.wikidata.org/entity/Q65045287,Libum,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Libum
39290,http://www.wikidata.org/entity/Q1363807,Erythraean Sea,,,,,,,11304394,,195390WEry,,247280467,,https://en.wikipedia.org/wiki/Erythraean_Sea
442577,http://www.wikidata.org/entity/Q51864,Erchie,,29211,6537574,,,no00101268,,,,,130461610,,https://en.wikipedia.org/wiki/Erchie
857359,http://www.wikidata.org/entity/Q45301,Trabzon,,21165,738648,,,n86098997,,,410397PTra,,124419765,,https://en.wikipedia.org/wiki/Trabzon
589827,http://www.wikidata.org/entity/Q14219404,Ixia,,,,,,,,,359279UIxi,,,,
570482,http://www.wikidata.org/entity/Q107472458,Methana,,21927,,,,,10214779,,376234PMet,,,,
410440793,http://www.wikidata.org/entity/Q622438,Domus Aurea,,,7303192,,,,,,419125BDAu,,235987561,10119,https://en.wikipedia.org/wiki/Domus_Aurea
863907,http://www.wikidata.org/entity/Q720134,Tigranakert of Artsakh,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tigranakert_of_Artsakh
589932,http://www.wikidata.org/entity/Q17325188,Milatos,,28816,,,,,9719438,,353256PMil,,,,
60546,http://www.wikidata.org/entity/Q21556405,Kodrana,,,,,,,,,,,,,
265799,http://www.wikidata.org/entity/Q572041,Antequera,,23496,6359420,,,n81003079,,,,26172,152448606,3689,https://en.wikipedia.org/wiki/Antequera
452275,http://www.wikidata.org/entity/Q994847,Bruttii,,,,,,,,brettii,392165RBre,,,,https://en.wikipedia.org/wiki/Bruttians
446282,http://www.wikidata.org/entity/Q130215698,Portus Aggasus,,,,,,,,,,63898,,,
554181,http://www.wikidata.org/entity/Q112184834,Acrasus,,,,,,,,acrasus,,,,,
570413,http://www.wikidata.org/entity/Q60792059,Lapithaeum,,30994,,,,,10146658,,370224ULap,,,,https://en.wikipedia.org/wiki/Lapithaeum
159663457,http://www.wikidata.org/entity/Q3494520,Square Castan,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Square_Castan
599607,http://www.wikidata.org/entity/Q65084298,Eleusis,,43452,8134439,,,,,,363254UEle,,,,https://en.wikipedia.org/wiki/Eleusis_(Thera)
119005,http://www.wikidata.org/entity/Q51855,Turi,,30419,6538950,,,,,,,,,,"https://en.wikipedia.org/wiki/Turi,_Apulia"
671593467,http://www.wikidata.org/entity/Q973944,Poblat ibèric de les Maleses,,39528,,,,,,,,,,,
177476,http://www.wikidata.org/entity/Q627061,Bourbonne-les-Bains,,,3031086,,,n82099842,,,,,144164570,,https://en.wikipedia.org/wiki/Bourbonne-les-Bains
197074,http://www.wikidata.org/entity/Q3604875,Q3604875,,,,,,,,,,,,,
471886,http://www.wikidata.org/entity/Q283609,Assemini,,35382,6537888,,,,,,,,239059117,,https://en.wikipedia.org/wiki/Assemini
265946,http://www.wikidata.org/entity/Q9020124,Laminium,,23829,,,,,,,,,,,https://en.wikipedia.org/wiki/Laminium
197510,http://www.wikidata.org/entity/Q7456830,Setovia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Setovia
520255117,http://www.wikidata.org/entity/Q1636207,Porta San Paolo,,,8015134,,,,,,,,235243796,,https://en.wikipedia.org/wiki/Porta_San_Paolo
216687,http://www.wikidata.org/entity/Q2175661,Abrit,,,"6460499,733736",,,,,,,36401,,,https://en.wikipedia.org/wiki/Abrit
852629977,http://www.wikidata.org/entity/Q2906907,Wadi Murabba'at,,,,,,,,,,,316747199,,https://en.wikipedia.org/wiki/Wadi_Murabba%27at
108850,http://www.wikidata.org/entity/Q181285,Cambrai,,,3029030,,,n81058791,,,,,168018477,,https://en.wikipedia.org/wiki/Cambrai
873985034,http://www.wikidata.org/entity/Q43018,Temple of Ephesian Artemis,,22847,,,,"n85324669,sh91004849",10267644,,379274SEph,,236404647,14873,https://en.wikipedia.org/wiki/Temple_of_Artemis
855236251,http://www.wikidata.org/entity/Q4010616,Via Flavia,,,,,,,,,,,4609154198320120230001,,https://en.wikipedia.org/wiki/Via_Flavia
550693,http://www.wikidata.org/entity/Q192483,Lemnos,,41115,258293,,,,8188820,,399253ILem,,248994706,,https://en.wikipedia.org/wiki/Lemnos
786114,http://www.wikidata.org/entity/Q9336835,Sikait,,30600,,,,,,,,2810,,,
857175,http://www.wikidata.org/entity/Q6089728,Kabaköy,,,744991,,,,,,,,,,
619103,http://www.wikidata.org/entity/Q107585355,Ancyra,,21220,,,,,,,392289UAnk,,,,
413035,http://www.wikidata.org/entity/Q3618605,fornace di Asciano,,,,,,,,,,,,,
501381,http://www.wikidata.org/entity/Q405789,Svilengrad,,23336,726546,,,n80142220,,,,,134869926,,https://en.wikipedia.org/wiki/Svilengrad
177489,http://www.wikidata.org/entity/Q7003,Dijon,,304,"3021372,6453767",7008224,2078361,n79065184,,,,25384,128557021,,https://en.wikipedia.org/wiki/Dijon
138527,http://www.wikidata.org/entity/Q22951437,"Gallo-Roman sanctuary, Puy-Lautard",,,,,,,,,,,,,
606323,http://www.wikidata.org/entity/Q17625260,Kyrbissos,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Kyrbissos
89146,http://www.wikidata.org/entity/Q103159540,Chester-le-Street (Samian Ware Discovery Site),,,,,,,,,,,,,
73856966,http://www.wikidata.org/entity/Q82073762,Basilica of Butrint,,,,,,,,,,,,22785,
576206943,http://www.wikidata.org/entity/Q27664014,House of the Masks (Delos),,,,,,,,,,,,,
246457,http://www.wikidata.org/entity/Q1799448,Labitolosa,,18379,,,,,,,421003ULab,,307312169,,
60016,http://www.wikidata.org/entity/Q863683,Rajgir,,,1258864,,,n82246449,,,,,123186688,,https://en.wikipedia.org/wiki/Rajgir
99009,http://www.wikidata.org/entity/Q464552,Melibokus,,,2872095,,,,,,,,133312792,,https://en.wikipedia.org/wiki/Melibokus
507474,http://www.wikidata.org/entity/Q7861515,Tyrida,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tirida
662332234,http://www.wikidata.org/entity/Q28001211,theatre of Sarno,,,,,,,,,,,,,
207483,http://www.wikidata.org/entity/Q2738810,Tabakovac,,,785156,,,,,,,,,,https://en.wikipedia.org/wiki/Tabakovac
554161962,http://www.wikidata.org/entity/Q17651475,Porta Venere,,,,,,,,,,,,,
432623,http://www.wikidata.org/entity/Q128048879,Q128048879,,,,,,,,,,,,17505,
653507572,http://www.wikidata.org/entity/Q56304495,Q56304495,,,,,,,,,,,,,
109245,http://www.wikidata.org/entity/Q103151293,Braives (Samian Ware Discovery Site),,,,,,,,,,,,,
531058,http://www.wikidata.org/entity/Q21498830,"Faskomilia, Thesprotia",,31625,262457,,,,,,395203XPha,,,,
206890,http://www.wikidata.org/entity/Q499841,Castrum Ad Pannonios,,23250,,,,,,,,,,,https://en.wikipedia.org/wiki/Ad_Pannonios_(castra)
570085,http://www.wikidata.org/entity/Q16483470,Anthini,,27405,,,,,,,375227UAnt,,,,https://en.wikipedia.org/wiki/Anthene_(Cynuria)
90397392,http://www.wikidata.org/entity/Q2223903,necropolis of Sant'Andrea Priu,,,,,,,,,,,236105280,,https://en.wikipedia.org/wiki/Necropolis_of_Sant%27Andrea_Priu
536086,http://www.wikidata.org/entity/Q657821,Katsina State,,,2334797,7015580,,,,,,,,,https://en.wikipedia.org/wiki/Katsina_State
658401,http://www.wikidata.org/entity/Q1656860,Baqirha,,36865,,,,,,,,,,24539,https://en.wikipedia.org/wiki/Baqirha
452315,http://www.wikidata.org/entity/Q660005,Crathis,,,,,,,,,397165WCra,,235924465,,https://en.wikipedia.org/wiki/Crati
776213,http://www.wikidata.org/entity/Q14218427,Qasr el-Baramuni,,30563,,,,,,,,,,,
452439,http://www.wikidata.org/entity/Q1084264,Scylletium,,16738,,,,,,,388166UScy,,,,https://en.wikipedia.org/wiki/Scylletium
530791,http://www.wikidata.org/entity/Q1706457,Alalcomenae (Ithaca),,31519,,,,,,,384207UAla,,,,https://en.wikipedia.org/wiki/Alalcomenae_(Ithaca)
252990,http://www.wikidata.org/entity/Q109794087,Teitiakos,,,,,,,,teitiakos,,,,,
79693,http://www.wikidata.org/entity/Q12069819,Villa rustica of Spoonley Wood,,25612,,,,,,,,,,,https://en.wikipedia.org/wiki/Spoonley_Wood_Roman_Villa
165291492,http://www.wikidata.org/entity/Q2108294,Pozzo sacro di Predio Canopoli,,,,,,,,,,,,,
550938,http://www.wikidata.org/entity/Q85810004,Tomara,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tomara_(Lydia)
252955,http://www.wikidata.org/entity/Q109789049,Karaues,,,,,,,,karaues,,,,,
187265,http://www.wikidata.org/entity/Q103138445,Aguntum (Samian Ware Discovery Site),,,,,,,,,,,,,
78124778,http://www.wikidata.org/entity/Q4304935,Motronynske Hill Fort,,,,,,,,,,,,,
540682,http://www.wikidata.org/entity/Q6174143,Atrax,,,,,,,,,396222PAtr,12053,,,https://en.wikipedia.org/wiki/Atrax_(Thessaly)
167891,http://www.wikidata.org/entity/Q1107474,Saint-Alban-les-Eaux,,,6434241,,,,,,,,250778901,,https://en.wikipedia.org/wiki/Saint-Alban-les-Eaux
109085,http://www.wikidata.org/entity/Q1231010,Marienburg,,,,,,n85209164,,,,,123224099,,
465970,http://www.wikidata.org/entity/Q3891772,Palike,,30257,,,,,,,373147FPal,,,,https://en.wikipedia.org/wiki/Palike
866038915,http://www.wikidata.org/entity/Q3982332,Greek Theatre of Segesta,,24314,,,,,,,,,,,
79618,http://www.wikidata.org/entity/Q1705995,North Leigh Roman Villa,,25075,,,,,,,,,,,https://en.wikipedia.org/wiki/North_Leigh_Roman_Villa
148138,http://www.wikidata.org/entity/Q103186174,Murviel-lès-Montpellier (Samian Ware Discovery Site),,,,,,,,,,,,,
648728,http://www.wikidata.org/entity/Q85791353,Otanada,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Otanada
207629,http://www.wikidata.org/entity/Q849786,Trajan's Bridge,,21374,,,,,,,446227BTrB,,242782067,,https://en.wikipedia.org/wiki/Trajan%27s_Bridge
266022,http://www.wikidata.org/entity/Q20087591,Colonia Salaria,,25140,,,,,,,379000USal,,,,
413149,http://www.wikidata.org/entity/Q11922647,Forum Sempronii archaeological site,,,,,,,,,,32207,,,
197416,http://www.wikidata.org/entity/Q1398778,Nanos,,40805,3194590,,,,,,,,,,https://en.wikipedia.org/wiki/Nanos_(plateau)
249908,http://www.wikidata.org/entity/Q22996798,Barat de Vin Gallo-Roman villa,,,,,,,,,,,,,
844984,http://www.wikidata.org/entity/Q17625252,Cinolis,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Cinolis
118694,http://www.wikidata.org/entity/Q3750,Gera,,,2921230,7012815,,n83030313,,,,,"235011362,153640280",,https://en.wikipedia.org/wiki/Gera
573553,http://www.wikidata.org/entity/Q60791944,Thenae,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Thenae_(Arcadia)
501516,http://www.wikidata.org/entity/Q11936620,Mesambria,,32362,,,,,,,409256UMes,,,,https://en.wikipedia.org/wiki/Mesambria_(Aegean_Sea)
249767014,http://www.wikidata.org/entity/Q130408026,Kalliste sanctuary (Athens),,,,,,,,,380237SAKa,,,,
590082,http://www.wikidata.org/entity/Q396561,Agria Gramvousa,,,265600,,,,,,358238ITre,,,,
599752,http://www.wikidata.org/entity/Q65068140,Latmus,,28993,,,,,,,375275PLat,,,,https://en.wikipedia.org/wiki/Latmus_(town)
236547,http://www.wikidata.org/entity/Q837781,Miudes,,,3116663,7301968,,,,,,,,,https://en.wikipedia.org/wiki/Miudes
356833207,http://www.wikidata.org/entity/Q1025394,Caereni,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Caereni
639098,http://www.wikidata.org/entity/Q7447932,Seleucia Sidera,,21441,,,,,,,379306USel,,,,https://en.wikipedia.org/wiki/Seleucia_Sidera
727078,http://www.wikidata.org/entity/Q755734,Athribis,,21704,,,,,,,304311UAth,369,,21390,https://en.wikipedia.org/wiki/Athribis
826462996,http://www.wikidata.org/entity/Q97326239,Edificio dei Triclini a Moregine,,,,,,,,,,,,,
383750,http://www.wikidata.org/entity/Q232782,Portofino,,17185,6539777,1046154,,n94117941,,,,,131506111,,https://en.wikipedia.org/wiki/Portofino
723135881,http://www.wikidata.org/entity/Q2844418,Roman amphitheatre of Salona,,20004,,,,,,,,,,4143,
599740,http://www.wikidata.org/entity/Q285086,Cynthus,,,,,,,,,374253LKyn,,,,https://en.wikipedia.org/wiki/Cynthus
543709,http://www.wikidata.org/entity/Q4952634,Gargaphia,,,,,,,11310051,,382233WGar,,,,
344448,http://www.wikidata.org/entity/Q191504,Leptis Magna,,21127,2215692,,,,9721290,,326143ULep,,229742148,2448,https://en.wikipedia.org/wiki/Leptis_Magna
599483,http://www.wikidata.org/entity/Q65066287,Amnista,,28927,,,,,,,369282UAmn,,,,https://en.wikipedia.org/wiki/Amnista
482008,http://www.wikidata.org/entity/Q19710105,Styberra,,22248,,,,,,,412214UStu,,,,
344554,http://www.wikidata.org/entity/Q106301625,Qaşr Miqdāl,,,2213548,,,,,,,,,,
857095,http://www.wikidata.org/entity/Q2140586,Comana Pontica,,21223,,,,,,,404366UCom,16285,,,https://en.wikipedia.org/wiki/Comana_Pontica
217030,http://www.wikidata.org/entity/Q1286814,Tylis,,27864,,,,,,tylis_thrace_kingdom,,,,,https://en.wikipedia.org/wiki/Tylis
118665,http://www.wikidata.org/entity/Q431175,Emerkingen,,,6555972,7188800,,,,,,,123752026,,https://en.wikipedia.org/wiki/Emerkingen
433041,http://www.wikidata.org/entity/Q128134,Ponza,,29154,6538697,,,,,,409130IPon,,247001397,,"https://en.wikipedia.org/wiki/Ponza,_Lazio"
550723,http://www.wikidata.org/entity/Q1670784,Marpessos,,29097,,,,,10270786,,399265UMar,,,,https://en.wikipedia.org/wiki/Marpessos
442765,http://www.wikidata.org/entity/Q500272,Samnites,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Samnites
281701179,http://www.wikidata.org/entity/Q24941924,mausoleum of the Conocchia,,,,,,,,,,,,,
413166,http://www.wikidata.org/entity/Q3784754,Ricina,,22588,,7594304,,,,,433134UHel,32288,149078687,1675,https://en.wikipedia.org/wiki/Ricina
79359,http://www.wikidata.org/entity/Q999861,Bucknowle Farm,,25703,,,,,,,,,,,https://en.wikipedia.org/wiki/Bucknowle_Farm
590006,http://www.wikidata.org/entity/Q22681616,Sanctuary of Poseidon and Amphitrite in Kionia,,39547,,,,sh87003774,,,376251SPos,,316593542,,
948173334,http://www.wikidata.org/entity/Q7856267,Turris Mamilia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Turris_Mamilia
461726240,http://www.wikidata.org/entity/Q17646230,Roman site on Red Hill,,,,,,,,,,,,,
501403,http://www.wikidata.org/entity/Q11917732,Drabeskos,,23341,,,,,,,409239UDra,30557,,,
177427,http://www.wikidata.org/entity/Q207572,Avallon,,,6451826,,,n83014701,,,,23642,136075518,,https://en.wikipedia.org/wiki/Avallon
658381,http://www.wikidata.org/entity/Q103141762,Antakya (Samian Ware Discovery Site),,,,,,,,,,,,,
118975,http://www.wikidata.org/entity/Q55645191,Kleinkastell Steinkirchen,,,,,,,,,,,,7264,
980015042,http://www.wikidata.org/entity/Q108073651,"Tower 12, Dura-Europos",,,,,,,,,,,,,
540957,http://www.wikidata.org/entity/Q16610810,Narthacium,,29407,,,,,,,389225UNar,,,,https://en.wikipedia.org/wiki/Narthacium
857077,http://www.wikidata.org/entity/Q5039691,Carissa,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Carissa_(Galatia)
756574,http://www.wikidata.org/entity/Q732908,Hermopolis,,21152,355952,7534548,,,,,277308UHer,816,,,https://en.wikipedia.org/wiki/Hermopolis
246696,http://www.wikidata.org/entity/Q1505731,Torre dels Escipions,,22473,10300387,,,sh97005752,,,,,316735455,11445,https://en.wikipedia.org/wiki/Torre_dels_Escipions
29475,http://www.wikidata.org/entity/Q31945,Arabian Peninsula,,,6957697,1012700,2043222,sh85006293,,,,281,258470059,,https://en.wikipedia.org/wiki/Arabian_Peninsula
472085,http://www.wikidata.org/entity/Q3399339,Porto,,,2985954,,,,,,,,,,https://en.wikipedia.org/wiki/Porto_(river)
521111,http://www.wikidata.org/entity/Q65051613,Pege,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Pege
363933,http://www.wikidata.org/entity/Q106130147,Bi’r al ‘Amārī,,,2219652,,,,,,,,,,
256231,http://www.wikidata.org/entity/Q658893,Italica,,16834,2516420,7007822,,,,,374000UIta,26248,248114331,3665,https://en.wikipedia.org/wiki/Italica
550460,http://www.wikidata.org/entity/Q64825084,Aspaneus,,29503,,,,,,,396268UAsp,,,,https://en.wikipedia.org/wiki/Aspaneus
570059,http://www.wikidata.org/entity/Q420810,Acrocorinth,,21934,265410,,,,10153076,,379229SAkr,,"247845823,231976594",,https://en.wikipedia.org/wiki/Acrocorinth
570587,http://www.wikidata.org/entity/Q60791911,Phalaisiai,,31041,,,,,,,373222UPha,,,,https://en.wikipedia.org/wiki/Phalaeseae
108883,http://www.wikidata.org/entity/Q688485,Châtillon-sur-Marne,,,"6435729,3026051",,,n95059024,,,,,139716059,,https://en.wikipedia.org/wiki/Ch%C3%A2tillon-sur-Marne
639017,http://www.wikidata.org/entity/Q1380189,Olympos,,21435,6951087,,,sh2007009399,,,363305UOly,16426,1044145424645886830823,,https://en.wikipedia.org/wiki/Olympus_(Lycia)
531118,http://www.wikidata.org/entity/Q105625341,Theudoria,,,,,,,,,394212UThe,,,,https://en.wikipedia.org/wiki/Theudoria
817164756,http://www.wikidata.org/entity/Q3661201,Casa dei Grifi,,,,,,,,,,,,,
