pleiades,item,itemLabel,chronique_ids,dare_ids,geonames_ids,gettytgn_ids,idaigaz_ids,loc_ids,manto_ids,nomisma_ids,topostext_ids,trismegistos_ids,viaf_ids,vici_ids,wikipedia_en
609534,http://www.wikidata.org/entity/Q85802693,Spore,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Spore_(Phrygia)
442509,http://www.wikidata.org/entity/Q103155084,Brundisium,,,,,,,,,406179PBru,11496,,,
665675512,http://www.wikidata.org/entity/Q933214,Shalfak,,,,,,,,,,5112,,,https://en.wikipedia.org/wiki/Shalfak
422840,http://www.wikidata.org/entity/Q4712753,Albulae Aquae,,21324,,,,,,,,,,,https://en.wikipedia.org/wiki/Albulae_Aquae
380628162,http://www.wikidata.org/entity/Q947481,KV57,,,,,,,,,,,,,https://en.wikipedia.org/wiki/KV57
570121,http://www.wikidata.org/entity/Q16331587,Artemisio,,43575,264549,,,,8253976,,376225LArt,,,,
570638,http://www.wikidata.org/entity/Q1187304,Psophis,,24868,,,,,8253978,,379219PPso,37704,,,https://en.wikipedia.org/wiki/Psophis
432812,http://www.wikidata.org/entity/Q78998849,Decennovium,,,,,,,,,,45021,,,
207255,http://www.wikidata.org/entity/Q1014882,Mačvanska Mitrovica,,,3195962,,,n83006233,,,,,151303272,,https://en.wikipedia.org/wiki/Ma%C4%8Dvanska_Mitrovica
148053,http://www.wikidata.org/entity/Q103138686,Aix-en-Provence (Samian Ware Discovery Site),,,,,,,,,,,,,
481756,http://www.wikidata.org/entity/Q4873293,Vattyna,,26396,,,,,,,405211UBat,,,,https://en.wikipedia.org/wiki/Battyna
50119,http://www.wikidata.org/entity/Q22947194,Mankada,,,,,,,,,,,,,
197509,http://www.wikidata.org/entity/Q3480549,Serbinum,,13821,,,,,,,,,,,https://en.wikipedia.org/wiki/Serbinum
718938476,http://www.wikidata.org/entity/Q1813948,Prestatyn,,,2639926,,,nr90010039,,,,,145847476,,https://en.wikipedia.org/wiki/Prestatyn
220487222,http://www.wikidata.org/entity/Q3982366,Roman Theatre of Ascoli Piceno,,24257,10288513,,,,,,,,,,
250021,http://www.wikidata.org/entity/Q2525114,Villa Fortunatus,,39292,,,,,,,,,242330668,,
344406,http://www.wikidata.org/entity/Q104817320,Qaşabat Şuffīţ,,,2213797,,,,,,,,,,
511322,http://www.wikidata.org/entity/Q65046429,Morzapena,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Morzapena
609403,http://www.wikidata.org/entity/Q85766481,Hierapolis,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hierapolis_(Phrygian_Pentapolis)
377820068,http://www.wikidata.org/entity/Q3949879,Sanctuary of Gabii,,,,,,,,,,,,,
285414,http://www.wikidata.org/entity/Q4747238,Ammi Moussa,,,2507155,,,,,,,20445,,,https://en.wikipedia.org/wiki/Ammi_Moussa
590064,http://www.wikidata.org/entity/Q2373876,Syia,,23371,,,,,,,353238USyi,33262,,,https://en.wikipedia.org/wiki/Syia
570323,http://www.wikidata.org/entity/Q11910884,Calamae,,23297,,,,,,,370222UKal,,,,https://en.wikipedia.org/wiki/Calamae
540819,http://www.wikidata.org/entity/Q16575744,Homolium,,,,,,,10771943,,399227UHom,,,,https://en.wikipedia.org/wiki/Homolium
490374098,http://www.wikidata.org/entity/Q28974185,Ptolemais amphitheatre,,24351,,,,,,,,,,4281,
648791,http://www.wikidata.org/entity/Q65053940,Tetrapyrgia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Tetrapyrgia_(Cappadocia)
108751,http://www.wikidata.org/entity/Q103166403,Köln (Samian Ware Discovery Site),,,,,,,,,,,,,
319662579,http://www.wikidata.org/entity/Q56440191,Temple of Dionysos,,,,,,,,,,,,2296,
265884,http://www.wikidata.org/entity/Q52631,Ibiza,,,2516477,,,sh85063913,,,,,315127257,,https://en.wikipedia.org/wiki/Ibiza
674712658,http://www.wikidata.org/entity/Q4120177,Tell Arbid,,,173053,,,,,,,,,,https://en.wikipedia.org/wiki/Tell_Arbid
465922,http://www.wikidata.org/entity/Q2292319,Aetna,,,,,,,,,376149PAit,,,,https://en.wikipedia.org/wiki/Aetna_(city)
79729,http://www.wikidata.org/entity/Q68133414,Vagniacis,,25632,,,,,,,,,,,
543828,http://www.wikidata.org/entity/Q16616004,Parasopias,,,,,,,11307391,,,,,,https://en.wikipedia.org/wiki/Parasopias
141397578,http://www.wikidata.org/entity/Q65166563,Via Pollenza Roman villa,,,,,,,,,,,,,
118337619,http://www.wikidata.org/entity/Q384813,Temple of Athena Nike,,25117,8354436,,,,,,380237SANi,,316594191,26310,https://en.wikipedia.org/wiki/Temple_of_Athena_Nike
197498,http://www.wikidata.org/entity/Q42007,Szombathely,,,3044310,,,n81062574,,,,,165650706,,https://en.wikipedia.org/wiki/Szombathely
364009,http://www.wikidata.org/entity/Q106153998,Mawājin ar Rūmīyah,,,2212830,,,,,,,,,,
207093,http://www.wikidata.org/entity/Q128852908,Q128852908,,23258,,,,,,,,40706,,,
971746,http://www.wikidata.org/entity/Q108155,Kunduz,,,1135689,,,n87929913,,,,,152543776,,https://en.wikipedia.org/wiki/Kunduz
219854861,http://www.wikidata.org/entity/Q2459716,Kercado cairn,,,,,,,,,,,,,
501452,http://www.wikidata.org/entity/Q38282089,Fort of Kalyva,,22275,,,,,,,413246FKal,,,,
698151983,http://www.wikidata.org/entity/Q56256238,Porticus Minucia,,,,,,,,,419125BPMi,,,,
570331,http://www.wikidata.org/entity/Q28000806,Carnasium,,36676,,,,,9881175,,373219SKar,,,,https://en.wikipedia.org/wiki/Carnasium
108722,http://www.wikidata.org/entity/Q103138125,Aardenburg (Samian Ware Discovery Site),,,,,,,,,,,,,
707628,http://www.wikidata.org/entity/Q1720688,Tamassos,,21573,16148,,,,11300419,,350332PTam,,"316602673,315167357,244720501",,https://en.wikipedia.org/wiki/Tamassos
591471665,http://www.wikidata.org/entity/Q1232116,Luxeuil Abbey,,,,,,nb2005019439,,,,,239220402,,https://en.wikipedia.org/wiki/Luxeuil_Abbey
79666,http://www.wikidata.org/entity/Q19682,River Severn,,"43820,43828","9884141,2638182",1129899,,sh85120449,,,,,245691450,,https://en.wikipedia.org/wiki/River_Severn
992586572,http://www.wikidata.org/entity/Q2224139,Scoppieto,,44902,3166880,,,,,,,,,,
787747618,http://www.wikidata.org/entity/Q346445,Adab,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Adab_(city)
531063,http://www.wikidata.org/entity/Q7187057,Phoitiai,,31628,,,,,,,387211PPho,,,,https://en.wikipedia.org/wiki/Phytia
216755,http://www.wikidata.org/entity/Q5050707,Castra Traiana,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Castra_Traiana
857162,http://www.wikidata.org/entity/Q65048882,Hieron Oros,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hieron_Oros
197471,http://www.wikidata.org/entity/Q7320766,Rhizon,,21966,,,,,,,425187URiz,,,,https://en.wikipedia.org/wiki/Rhizon
638751,http://www.wikidata.org/entity/Q617518,Apamea,,21281,,,,,10274655,,381302PApa,3432,236858993,,https://en.wikipedia.org/wiki/Apamea_(Phrygia)
79559,http://www.wikidata.org/entity/Q1230592,Letocetum,,23035,,,,,,,,14585,234332978,,https://en.wikipedia.org/wiki/Letocetum
344285,http://www.wikidata.org/entity/Q105407372,Ad Palmam,,36369,,,,,,,,41746,,,
538561167,http://www.wikidata.org/entity/Q807733,Barbara Baths,,19054,,,,,,,,,244745779,,https://en.wikipedia.org/wiki/Barbara_Baths
295369,http://www.wikidata.org/entity/Q28221473,Vagalitanus,,,,,,,,,,,,3962,https://en.wikipedia.org/wiki/Vagalitanus
587811162,http://www.wikidata.org/entity/Q1246134,Via Flaminia minor,,,,,,,,,,,,,
599868,http://www.wikidata.org/entity/Q201272,Paros,,,255720,,2181422,n2016033451,8253993,,,,"315127727,156004022",,https://en.wikipedia.org/wiki/Paros
250568480,http://www.wikidata.org/entity/Q1590891,House of Augustus,,,,,,,,,419125BDAg,,237374846,,https://en.wikipedia.org/wiki/House_of_Augustus
393135871,http://www.wikidata.org/entity/Q1000577,Jarmo,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jarmo
863807,http://www.wikidata.org/entity/Q19083,Kingdom of Iberia,,,,,,,9747868,,420435RIbe,,,,https://en.wikipedia.org/wiki/Kingdom_of_Iberia
461688683,http://www.wikidata.org/entity/Q1840038,"Ostia Antica, Regio I",,,,,,,,,,,,,
50221,http://www.wikidata.org/entity/Q2861278,Arikamedu,,32437,,,,,,,,,244275454,,https://en.wikipedia.org/wiki/Arikamedu
619257,http://www.wikidata.org/entity/Q85800370,Senzousa,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Senzousa
639108,http://www.wikidata.org/entity/Q2282045,Sidyma,,21467,,,,,,,364292USid,,,,https://en.wikipedia.org/wiki/Sidyma
773739434,http://www.wikidata.org/entity/Q3399096,Castell Henllys,,,6286022,,,,,,,,,,https://en.wikipedia.org/wiki/Castell_Henllys
362185575,http://www.wikidata.org/entity/Q4012798,Varignano Roman Villa,,42387,,,,,,,,,243230541,,https://en.wikipedia.org/wiki/Varignano_Roman_Villa
558037429,http://www.wikidata.org/entity/Q2388770,Gennes amphitheatre,,,,,,,,,,,,4173,
109342,http://www.wikidata.org/entity/Q656819,Serrig,,,6554794,,,n2005007574,,,,,130392757,,https://en.wikipedia.org/wiki/Serrig
452379,http://www.wikidata.org/entity/Q11936633,Metauron,,,,,,,,,384159UMet,,,,
207504,http://www.wikidata.org/entity/Q59473,Užice,,33546,3188434,,,n85101657,,,,,168626117,,https://en.wikipedia.org/wiki/U%C5%BEice
109321,http://www.wikidata.org/entity/Q103141270,Amiens (Samian Ware Discovery Site),,,,,,,,,,,,,
207324,http://www.wikidata.org/entity/Q2724615,Orljane,,,787402,,,,,,,,,,https://en.wikipedia.org/wiki/Orljane
557821256,http://www.wikidata.org/entity/Q3538812,Tromentina,,,,,,,,,,7240,,,
704548439,http://www.wikidata.org/entity/Q3531077,Tomb of Cuccumella,,,,,,,,,,,,,
491573,http://www.wikidata.org/entity/Q11774448,Doberus,,22945,,,,,,,414228UDob,,,,https://en.wikipedia.org/wiki/Doberus
736170760,http://www.wikidata.org/entity/Q2246095,Diogeneion,,,,,,,,,380237BDog,,,,
484576343,http://www.wikidata.org/entity/Q6190177,Jewry Wall,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Jewry_Wall
236409,http://www.wikidata.org/entity/Q93491,Cárquere,,25807,8013884,,,,,,,25573,,,
678091,http://www.wikidata.org/entity/Q2456076,Chorazin,,33283,,,,,,,,,316601596,,https://en.wikipedia.org/wiki/Chorazin
423105,http://www.wikidata.org/entity/Q547937,Sacco,,,3168733,,,sh87003205,,,,,204145542744396642257,,https://en.wikipedia.org/wiki/Sacco_(river)
541080,http://www.wikidata.org/entity/Q28135305,Pyra of Herakles,,36775,,,,,,,388223SPyr,,,,https://en.wikipedia.org/wiki/Pyre_of_Heracles
412987,http://www.wikidata.org/entity/Q2823446,Acquarossa,,39554,,,,,,,,,14145424477986831117,,"https://en.wikipedia.org/wiki/Acquarossa,_Italy"
550841,http://www.wikidata.org/entity/Q6011695,Pordoselene,,27351,,,,,,,393267PPor,,,,https://en.wikipedia.org/wiki/Pordoselene
138632,http://www.wikidata.org/entity/Q292568,Oléron Island,,18559,2989626,,,,,,459000IUli,,170428423,,https://en.wikipedia.org/wiki/Ol%C3%A9ron
442641,http://www.wikidata.org/entity/Q108418962,Lucus Aquilonensis,,26486,,,,,,,,43623,,,
755568222,http://www.wikidata.org/entity/Q385086,Khirokitia,,22728,4867,,,sh86007913,,,348333UCho,,239926207,,https://en.wikipedia.org/wiki/Khirokitia
599960,http://www.wikidata.org/entity/Q898718,Tilos,,43446,252863,,,n2015026767,,,365273PTel,,315125210,,https://en.wikipedia.org/wiki/Tilos
540621,http://www.wikidata.org/entity/Q16482781,Alope,,29294,,,,,9719933,,388229PAlo,,,,https://en.wikipedia.org/wiki/Alope_(Opuntian_Locris)
150998961,http://www.wikidata.org/entity/Q980425,Suasa amphitheatre,,24272,,,,,,,,,,4263,
570129,http://www.wikidata.org/entity/Q12874174,Asopos,,23294,,,,sh2016001769,10149393,,367229UAso,36940,7631148209317100460003,,https://en.wikipedia.org/wiki/Asopus_(Laconia)
530794,http://www.wikidata.org/entity/Q661559,Ambracia,,21984,9782012,6000229,,,,,392210PAmb,,,,https://en.wikipedia.org/wiki/Ambracia
413012,http://www.wikidata.org/entity/Q6238,Amelia,,16579,6536885,,,n85256154,,,426124UAme,,"131484082,2261148574386324430007",,"https://en.wikipedia.org/wiki/Amelia,_Umbria"
462101,http://www.wikidata.org/entity/Q3747483,fountain of Arethusa,,,10344480,,,,10215663,,371153WAre,,,,https://en.wikipedia.org/wiki/Fountain_of_Arethusa
639051,http://www.wikidata.org/entity/Q595329,Phaselis,,21436,315015,,,,,,365306PPha,1753,,,https://en.wikipedia.org/wiki/Phaselis
56567730,http://www.wikidata.org/entity/Q19903213,Akkad,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Akkad_(region)
877655066,http://www.wikidata.org/entity/Q29002586,Tomen y Mur amphitheatre,,,,,,,,,,,,4347,
109350,http://www.wikidata.org/entity/Q641705,Souzy,,,6441743,,,,,,,,134699909,,https://en.wikipedia.org/wiki/Souzy
540673,http://www.wikidata.org/entity/Q12874125,Aspledon,,29312,,,,,9651977,,385230UAsp,62450,,32508,https://en.wikipedia.org/wiki/Aspledon
739470591,http://www.wikidata.org/entity/Q7798352,"Throne Room, Knossos",,,,,,,,,,,,,"https://en.wikipedia.org/wiki/Throne_Room,_Knossos"
20650,http://www.wikidata.org/entity/Q8070019,Zgliczyn-Pobodzy,,,753324,,,,,,,,3243152822003201040005,,https://en.wikipedia.org/wiki/Zgliczyn-Pobodzy
275666,http://www.wikidata.org/entity/Q923835,Lixus,,21771,2543362,,,,,,352001ULix,,239147426,3918,https://en.wikipedia.org/wiki/Lixus_(ancient_city)
912950,http://www.wikidata.org/entity/Q195128,Abu Salabikh,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Abu_Salabikh
836984433,http://www.wikidata.org/entity/Q55165670,Temple of Hercules at Lanuvium,,,,,,,,,,,,,
845041,http://www.wikidata.org/entity/Q1899754,Pompeiopolis,,21209,,,,sh2013001275,,,415342UPom,,,,https://en.wikipedia.org/wiki/Pompeiopolis
256129,http://www.wikidata.org/entity/Q1133155,Cornalvo Dam,,40575,,,,,,,,,,15664,https://en.wikipedia.org/wiki/Cornalvo_Dam
154901763,http://www.wikidata.org/entity/Q993670,Q993670,,,,,,,,,,,,,
540939,http://www.wikidata.org/entity/Q12771305,Medeon,,25178,,,,,,,384227PMed,,,,https://en.wikipedia.org/wiki/Medeon_(Phocis)
413316,http://www.wikidata.org/entity/Q736618,Settefinestre,,22904,,,,,,,,,239264903,,https://en.wikipedia.org/wiki/Settefinestre
902993,http://www.wikidata.org/entity/Q5876080,Bābā Jān Tepe,,,,,,,,,,,,,https://en.wikipedia.org/wiki/B%C4%81b%C4%81_J%C4%81n_Tepe
109131,http://www.wikidata.org/entity/Q103170738,La Madeleine (Samian Ware Discovery Site),,,,,,,,,,,,,
373887,http://www.wikidata.org/entity/Q106418125,"Serapeion, Cyrene",,,,,,,,,,,,,
432861,http://www.wikidata.org/entity/Q3321680,Mount Barbaro,,41384,,,,,,,,,,,https://en.wikipedia.org/wiki/Mount_Barbaro
991327,http://www.wikidata.org/entity/Q650788,Hispania Carthaginensis,,,,7030313,,,,,,42706,,,https://en.wikipedia.org/wiki/Hispania_Carthaginensis
118877,http://www.wikidata.org/entity/Q689545,Niemberg,,,2862643,,,,,,,,309595171,,https://en.wikipedia.org/wiki/Niemberg
138656,http://www.wikidata.org/entity/Q753358,Naintré,,7962,2991036,,,,,,,,244719607,,https://en.wikipedia.org/wiki/Naintr%C3%A9
422948,http://www.wikidata.org/entity/Q6085845,Isola Sacra Necropolis,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Isola_Sacra_Necropolis
249911,http://www.wikidata.org/entity/Q3558894,Villa du Gleyzia d'Augreilh,,18636,,,,,,,,,,,
668290,http://www.wikidata.org/entity/Q200030,Latakia,,21505,173576,,,n81099142,,,355358PLao,,135413368,62954,https://en.wikipedia.org/wiki/Latakia
256151,http://www.wikidata.org/entity/Q179948,Évora,,,8010502,,,n80057297,,,,,244998758,,https://en.wikipedia.org/wiki/%C3%89vora
697639,http://www.wikidata.org/entity/Q2121495,Qasr Azraq,,21739,247604,,,,,,,,,"55542,7690",https://en.wikipedia.org/wiki/Qasr_al-Azraq
601039653,http://www.wikidata.org/entity/Q5016871,Caer Llugwy,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Caer_Llugwy
79383,http://www.wikidata.org/entity/Q5089233,Chedworth Roman Villa,,23364,,7032560,,,,,,,,,https://en.wikipedia.org/wiki/Chedworth_Roman_Villa
986274170,http://www.wikidata.org/entity/Q1233638,Solarium Augusti,,,,,,,,,419125ASoA,,,,https://en.wikipedia.org/wiki/Solarium_Augusti
177473,http://www.wikidata.org/entity/Q650053,Bibracte,,14050,,,,sh90001041,,,469040XBib,23662,316431653,,https://en.wikipedia.org/wiki/Bibracte
639109,http://www.wikidata.org/entity/Q647896,Sillyon,,21449,11398112,,,,,,370310USil,,,,https://en.wikipedia.org/wiki/Sillyon
138425,http://www.wikidata.org/entity/Q103173230,Le Langon (Samian Ware Discovery Site),,,,,,,,,,,,,
570617,http://www.wikidata.org/entity/Q20108668,Plataniston,,,,,,,,,373218WPla,,,,
540793,http://www.wikidata.org/entity/Q3494031,Gonnus,,22743,261996,,,,,,399225UGon,,,,https://en.wikipedia.org/wiki/Gonnus
573203,http://www.wikidata.org/entity/Q3359923,Enispe,,,,,,,9719388,,368228UEni,,,,https://en.wikipedia.org/wiki/Enispe
324666,http://www.wikidata.org/entity/Q11944750,Rass Kaboudia,,,2470051,,,,,,,,,,
486020305,http://www.wikidata.org/entity/Q2319979,Portonaccio,,,10339082,,,,,,420124SPoA,,,23458,https://en.wikipedia.org/wiki/Portonaccio
432944,http://www.wikidata.org/entity/Q3861172,Monte Acero,,,3183542,,,,,,,,,,https://en.wikipedia.org/wiki/Monte_Acero
108779,http://www.wikidata.org/entity/Q41962,Aisne,,43894,3038377,,,sh92003687,,,,,148931080,,https://en.wikipedia.org/wiki/Aisne_(river)
968351378,http://www.wikidata.org/entity/Q416103,Akarcay Tepe,,,,,,,,,,,,34203,
384365956,http://www.wikidata.org/entity/Q105319793,Columbarium of Constantine,,,,,,,,,,,,,
118889,http://www.wikidata.org/entity/Q654470,Castra Nemaninga,,12883,8504447,,,,,,,27982,,9657,
570676,http://www.wikidata.org/entity/Q12884530,Skollis,,41208,253585,,,,,,380216LSko,,,,https://en.wikipedia.org/wiki/Skollis
177573,http://www.wikidata.org/entity/Q901867,Mantoche,,,6442003,,,,,,,,,,https://en.wikipedia.org/wiki/Mantoche
580057,http://www.wikidata.org/entity/Q1507883,Panormus,,46589,,,,,,,376241HPan,,,,https://en.wikipedia.org/wiki/Panormus_(Attica)
109025,http://www.wikidata.org/entity/Q2217732,Haccourt,,,,7239957,,,,,,,245660265,,
988627262,http://www.wikidata.org/entity/Q16247408,Milefortlet 1,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Milefortlet_1
89201,http://www.wikidata.org/entity/Q12060606,Hunnum,,22979,,,,,,,,15149,,,https://en.wikipedia.org/wiki/Hunnum
735757405,http://www.wikidata.org/entity/Q3614949,Anaktoron,,,,,,,,,,,,,
383698,http://www.wikidata.org/entity/Q1256,Liguria,,,3174725,7003236,2176916,n79059945,,,443083RLig,33157,164861616,,https://en.wikipedia.org/wiki/Liguria
540883,http://www.wikidata.org/entity/Q2261709,Corycian Cave,,36767,,,,,10269113,,385225CKor,,,,https://en.wikipedia.org/wiki/Corycian_Cave
541147,http://www.wikidata.org/entity/Q3035310,Thronium,,34373,,,,,9688226,,388227PThr,,,,https://en.wikipedia.org/wiki/Thronium_(Locris)
623510547,http://www.wikidata.org/entity/Q106775888,Q106775888,,,,,,,,,,,,,
345477552,http://www.wikidata.org/entity/Q112671662,Sepulcrum Hirtii,,,,,,,,,,,,,
197160,http://www.wikidata.org/entity/Q103194296,Sárvár (Samian Ware Discovery Site),,,,,,,,,,,,,
550577,http://www.wikidata.org/entity/Q65043934,Germa,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Germa_(Mysia)
590059,http://www.wikidata.org/entity/Q65078998,Stalae,,,,,,,,,350260PSta,,,,https://en.wikipedia.org/wiki/Stalae
638898,http://www.wikidata.org/entity/Q111530747,Carallia,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Carallia_(Pamphylia)
599871,http://www.wikidata.org/entity/Q123786395,Patmos,,,,,,,,,373265IPat,,,,
580060,http://www.wikidata.org/entity/Q1145107,"Patroklos, Attica",,46586,255678,,,,,,377240IPat,,,,https://en.wikipedia.org/wiki/Patroklos_(Attica)
874805,http://www.wikidata.org/entity/Q21556412,Zoaranda,,,,,,,,,,,,,
511368,http://www.wikidata.org/entity/Q65043966,Poemanenum,,21539,,,,,,,401277UPom,,,,https://en.wikipedia.org/wiki/Poemanenum
108941,http://www.wikidata.org/entity/Q1267419,Durnomagus,,2072,,,,,,,,,,4936,
759079303,http://www.wikidata.org/entity/Q11954579,Via Tiberina,,,,,,,,,,,234319929,,https://en.wikipedia.org/wiki/Via_Tiberina
507463,http://www.wikidata.org/entity/Q9337639,Q9337639,,,,,,,,,410245USkH,,,,
423127,http://www.wikidata.org/entity/Q272777,Hadrian's Villa,,21351,7506720,,,,,,419128BVHa,,207992749,7209,https://en.wikipedia.org/wiki/Hadrian%27s_Villa
138636,http://www.wikidata.org/entity/Q1290232,Uxellodunum,,,,,,sh96010318,,,450017UUxe,,,,https://en.wikipedia.org/wiki/Uxellodunum
530769,http://www.wikidata.org/entity/Q191087,Acheron,,,265479,,,,10267634,,392205WAch,,,,https://en.wikipedia.org/wiki/Acheron
845036,http://www.wikidata.org/entity/Q2886191,Bartın River,,,751055,,,,9688193,,417323WPar,,,,https://en.wikipedia.org/wiki/Bart%C4%B1n_River
423012,http://www.wikidata.org/entity/Q2037271,Portus,,16710,8015120,,,,,,418123HPor,,,,https://en.wikipedia.org/wiki/Portus
835093310,http://www.wikidata.org/entity/Q3522747,Group of monuments at Mahabalipuram,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Group_of_Monuments_at_Mahabalipuram
334663,http://www.wikidata.org/entity/Q737094,Vescera,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Vescera_(Ad_Piscinam)
167685,http://www.wikidata.org/entity/Q86724875,Boutae,,5998,,,,,,,,20689,,,
570151,http://www.wikidata.org/entity/Q16537117,Belemina,,27413,,,,,,,373223UBel,,,,https://en.wikipedia.org/wiki/Belemina
423063,http://www.wikidata.org/entity/Q100605522,Tomb of C. Maenius Bassus,,,,,,,,,,,,,
589791,http://www.wikidata.org/entity/Q12229399,Gavrio,,46648,262078,,,,,,379247UGau,,,,https://en.wikipedia.org/wiki/Gavrio
111489261,http://www.wikidata.org/entity/Q3585766,Madonna del Parto,,,,,,,,,,,,,
344426956,http://www.wikidata.org/entity/Q108128170,Yasin Tepe,,,,,,,,,,,,,
109418,http://www.wikidata.org/entity/Q1389275,Verneuil-en-Halatte,,,2969806,,,no2007140912,,,,,237468187,,https://en.wikipedia.org/wiki/Verneuil-en-Halatte
109056,http://www.wikidata.org/entity/Q560446,Hunzel,,,6554045,7164070,,,,,,,248761547,,https://en.wikipedia.org/wiki/Hunzel
589933,http://www.wikidata.org/entity/Q65082499,Minoa,,28817,,,,,,,355242PMin,,,,https://en.wikipedia.org/wiki/Minoa_(western_Crete)
363944,http://www.wikidata.org/entity/Q106133589,Bi’r aş Şuhbīyah,,,2210632,,,,,,,,,,
193750794,http://www.wikidata.org/entity/Q123562246,Ancient Roman theatre of Suasa,,,,,,,,,,,,,
687905,http://www.wikidata.org/entity/Q860532,Kidron Valley,,,8259958,,,sh2011005463,,,,50957,"8613169639255696580004,236543317,316601972",,https://en.wikipedia.org/wiki/Kidron_Valley
197537,http://www.wikidata.org/entity/Q429409,Szob,,,3044380,1042478,,,,,,,127995801,,https://en.wikipedia.org/wiki/Szob
823121346,http://www.wikidata.org/entity/Q679665,Temple of Mars Ultor,,,,,,,,,419125SMUl,43987,239083114,,https://en.wikipedia.org/wiki/Temple_of_Mars_Ultor
893977,http://www.wikidata.org/entity/Q1096108,Kutha,,22337,,,,,,,,,,,https://en.wikipedia.org/wiki/Kutha
99044,http://www.wikidata.org/entity/Q179674,Teutons,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Teutons
442714,http://www.wikidata.org/entity/Q1267337,Peuceti,,,,,,sh85100499,,,409167RPeu,,,,https://en.wikipedia.org/wiki/Peucetians
422910,http://www.wikidata.org/entity/Q5171759,Corniculum,,,,,,,,,420127UCor,,,,https://en.wikipedia.org/wiki/Corniculum_(ancient_Latin_town)
967060434,http://www.wikidata.org/entity/Q16156847,Milecastle 65,,,,,,,,,,14719,,1448,https://en.wikipedia.org/wiki/Milecastle_65
422923,http://www.wikidata.org/entity/Q1234405,Fidenae,,21328,6946412,,,,,,420125UFid,14588,57145424485986830991,,https://en.wikipedia.org/wiki/Fidenae
290225049,http://www.wikidata.org/entity/Q27105787,Minoan villa of Zakros,,,,,,sh2007010225,,,351262XZak,,315164313,,
410517750,http://www.wikidata.org/entity/Q27070614,Garden of the fugitives (Pompeii),,,,,,,,,,,,,
981516,http://www.wikidata.org/entity/Q2967757,Cyprus,,,8410798,,,,,,,528,,,https://en.wikipedia.org/wiki/Roman_Cyprus
207574,http://www.wikidata.org/entity/Q4186255,Zanoge,,,725449,,,,,,,,,,https://en.wikipedia.org/wiki/Zanoge
89318,http://www.wikidata.org/entity/Q103188158,Old Penrith (Samian Ware Discovery Site),,,,,,,,,,,,,
39376,http://www.wikidata.org/entity/Q227496,Zubair Group,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Zubair_Group
344336,http://www.wikidata.org/entity/Q106485751,Ash Sharsharah,,,2219414,,,,,,,,,,
452304,http://www.wikidata.org/entity/Q3678996,Q3678996,,,,,,,,,,,,1887,
395695982,http://www.wikidata.org/entity/Q28378828,Avella Roman amphitheatre,,24259,,,,,,,,,,4196,
550487,http://www.wikidata.org/entity/Q65068111,Boukolion,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Boukolion
344509,http://www.wikidata.org/entity/Q106298644,Qaşr Qaddās,,,2213541,,,,,,,,,,
50146,http://www.wikidata.org/entity/Q2974112,Muziris,,32338,,8713123,,,,,102762UPat,9229,,3499,https://en.wikipedia.org/wiki/Muziris
176578175,http://www.wikidata.org/entity/Q42755146,Theatre of Assuras,,,,,,,,,,,,,
511343,http://www.wikidata.org/entity/Q925688,Uludağ,,41099,738426,7023863,,,,,401292LOly,,244299871,,https://en.wikipedia.org/wiki/Uluda%C4%9F
226603,http://www.wikidata.org/entity/Q1513565,Molochna,,,700845,,,,,,,,315142569,,https://en.wikipedia.org/wiki/Molochna
433052,http://www.wikidata.org/entity/Q128139,Priverno,,22658,6536973,7006724,,nr88009567,,,,32525,156858999,,https://en.wikipedia.org/wiki/Priverno
216793,http://www.wikidata.org/entity/Q8560105,Dionysopolis,,,,,,,,,434282UDio,,,,https://en.wikipedia.org/wiki/Dionysupolis
597417689,http://www.wikidata.org/entity/Q106709639,Esgair Perfedd,,,,,,,,,,,,,
649966334,http://www.wikidata.org/entity/Q331355,Stoa of Zeus,,,,,,,,,380237BSZe,,,,https://en.wikipedia.org/wiki/Stoa_of_Zeus
191775,http://www.wikidata.org/entity/Q222860,Reschen Pass,,1946,3169476,,,,,,,,235217458,,https://en.wikipedia.org/wiki/Reschen_Pass
